name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
,509,561632052.0,,roof,,,"POLYGON ((-111.935624 33.4257186, -111.9356367 33.4256886, -111.9355494 33.4256629, -111.9355368 33.4256929, -111.935624 33.4257186))",POINT (-111.9355867 33.4256907),30.2,325.4,7
,510,561632054.0,,roof,,,"POLYGON ((-111.935642 33.4259198, -111.9356547 33.4258898, -111.9355646 33.4258633, -111.9355519 33.4258932, -111.935642 33.4259198))",POINT (-111.9356033 33.4258915),31.0,333.7,7
,511,561632056.0,,roof,,,"POLYGON ((-111.9358999 33.4259326, -111.9359052 33.4259011, -111.9358122 33.42589, -111.9358068 33.4259215, -111.9358999 33.4259326))",POINT (-111.935856 33.4259113),30.7,330.5,7
,512,561632058.0,,roof,,,"POLYGON ((-111.9360527 33.4258917, -111.9360458 33.425923, -111.9361416 33.4259379, -111.9361485 33.4259066, -111.9360527 33.4258917))",POINT (-111.9360972 33.4259148),32.1,345.6,7
,513,561632059.0,,roof,,,"POLYGON ((-111.9364604 33.4258965, -111.9364533 33.4258647, -111.9363597 33.4258793, -111.9363668 33.4259111, -111.9364604 33.4258965))",POINT (-111.93641 33.4258879),31.4,338.1,7
,514,564847275.0,,yes,,,"POLYGON ((-111.9169027 33.4125763, -111.9168277 33.4125786, -111.9168258 33.4125361, -111.9168238 33.4124896, -111.9168988 33.4124873, -111.9169027 33.4125763))",POINT (-111.9168632 33.412533),68.3,735.5,24
,515,564847277.0,,yes,,,"POLYGON ((-111.9162179 33.412526, -111.9162141 33.4125787, -111.9161818 33.4125771, -111.9161474 33.4125754, -111.9161511 33.4125227, -111.9162179 33.412526))",POINT (-111.9161826 33.4125507),36.5,393.0,24
,516,564847279.0,,yes,,,"POLYGON ((-111.9159697 33.4121966, -111.9159659 33.4122541, -111.9158965 33.4122508, -111.9158986 33.41222, -111.9159004 33.4121933, -111.9159697 33.4121966))",POINT (-111.9159331 33.4122237),41.5,446.3,24
The Cr¨ºpe Club,517,574632563.0,,cafe,,,"POLYGON ((-111.9318523 33.4205105, -111.9318523 33.4204769, -111.9319113 33.4204769, -111.9319113 33.4204393, -111.9318483 33.4204393, -111.9318483 33.4204158, -111.9317831 33.4204158, -111.9317831 33.4205105, -111.9318523 33.4205105))",POINT (-111.9318337 33.4204622),89.8,966.2,12
,518,576530393.0,,yes,,,"POLYGON ((-111.9404937 33.4180743, -111.9404883 33.4179075, -111.9403341 33.4179098, -111.9403462 33.4180788, -111.9401799 33.4180788, -111.9401799 33.4182086, -111.9403958 33.4182019, -111.9404025 33.4183071, -111.940593 33.4183071, -111.9405836 33.4181213, -111.940495 33.4181191, -111.9404937 33.4180743))",POINT (-111.9404088 33.4181265),954.6,10275.6,11
,519,576530394.0,,yes,,,"POLYGON ((-111.9404022 33.4185777, -111.9402241 33.4185792, -111.9402233 33.4185108, -111.9401173 33.4185116, -111.9401165 33.4184376, -111.9404005 33.4184353, -111.9404022 33.4185777))",POINT (-111.9402787 33.4184994),342.9,3690.6,11
,520,576530395.0,,yes,,,"POLYGON ((-111.9401453 33.418933, -111.9401428 33.4187897, -111.9403501 33.4187872, -111.9403525 33.4189305, -111.9401453 33.418933))",POINT (-111.9402477 33.4188601),305.2,3284.9,11
,521,576530396.0,,yes,,,"POLYGON ((-111.9402778 33.4187802, -111.9401617 33.4187812, -111.9401598 33.4186297, -111.9402759 33.4186287, -111.9402778 33.4187802))",POINT (-111.9402188 33.4187049),181.5,1953.2,11
,522,576530397.0,,yes,,,"POLYGON ((-111.9403037 33.4193308, -111.9401401 33.4193342, -111.9401388 33.4192804, -111.9403064 33.4192748, -111.9403037 33.4193308))",POINT (-111.9402228 33.4193049),93.9,1010.6,11
,523,576530398.0,,yes,,,"POLYGON ((-111.9403212 33.4194141, -111.9401783 33.4194146, -111.940181 33.4193615, -111.9403245 33.4193631, -111.9403212 33.4194141))",POINT (-111.9402508 33.4193883),77.2,830.7,11
,524,576530399.0,,parking,,,"POLYGON ((-111.9405715 33.4194257, -111.9403651 33.4194282, -111.9403651 33.4192272, -111.9405674 33.4192229, -111.9405715 33.4194257))",POINT (-111.9404674 33.4193263),425.7,4581.8,11
,525,583755812.0,,bicycle_parking,,,"POLYGON ((-111.9302887 33.4186299, -111.9302879 33.4185363, -111.9301401 33.4185372, -111.9301411 33.4186598, -111.9302426 33.4186592, -111.9302887 33.4186299))",POINT (-111.9302122 33.4185961),179.4,1931.0,13
Spence Garden Community,526,584756550.0,,apartments,,,"POLYGON ((-111.9191538 33.413015, -111.9190626 33.4130083, -111.9190546 33.4132568, -111.9189419 33.4132546, -111.9189365 33.4130173, -111.9188373 33.4130083, -111.9188453 33.4133038, -111.9189124 33.4133083, -111.9189178 33.4133307, -111.9191162 33.4133329, -111.9191672 33.4132859, -111.9191538 33.413015))",POINT (-111.9190035 33.4131834),724.3,7796.8,24
Spence Garden Community Penthouse,527,584756603.0,,apartments,,,"POLYGON ((-111.9186918 33.4131796, -111.9186556 33.4131785, -111.9186556 33.4131594, -111.918618 33.4131572, -111.9186167 33.4131035, -111.9185765 33.4131012, -111.9185751 33.4130889, -111.918551 33.4130855, -111.9185537 33.4130038, -111.9186985 33.4130049, -111.9186918 33.4131796))",POINT (-111.9186346 33.4130746),194.5,2093.3,24
,528,588272014.0,,apartments,,,"POLYGON ((-111.9133202 33.4207051, -111.9137117 33.4202771, -111.9135912 33.4202004, -111.9131998 33.4206283, -111.9133202 33.4207051))",POINT (-111.9134557 33.4204527),840.3,9044.7,15
,529,588272015.0,,apartments,,,"POLYGON ((-111.9132724 33.421577, -111.9133564 33.4214458, -111.913033 33.4212963, -111.9129452 33.421426, -111.9132724 33.421577))",POINT (-111.9131516 33.4214364),570.6,6141.8,15
,530,588272016.0,,apartments,,,"POLYGON ((-111.91309 33.4212198, -111.913203 33.4211049, -111.9129125 33.4209059, -111.9127995 33.4210208, -111.91309 33.4212198))",POINT (-111.9130012 33.4210628),575.0,6188.7,15
,531,588272017.0,,apartments,,,"POLYGON ((-111.9131969 33.4209195, -111.913314 33.4207909, -111.913019 33.4206037, -111.9129019 33.4207323, -111.9131969 33.4209195))",POINT (-111.913108 33.4207616),618.1,6652.6,15
,532,588272018.0,,apartments,,,"POLYGON ((-111.9128512 33.4212711, -111.9128538 33.4211881, -111.9126795 33.4211843, -111.9126775 33.4212497, -111.9125763 33.4212475, -111.9125771 33.4212209, -111.912384 33.4212167, -111.9123793 33.4213658, -111.9125538 33.4213696, -111.9125545 33.4213465, -111.9127624 33.421351, -111.912765 33.4212693, -111.9128512 33.4212711))",POINT (-111.9126003 33.4212798),618.1,6652.8,15
,533,588272019.0,,apartments,,,"POLYGON ((-111.9122765 33.4215668, -111.912268 33.4212526, -111.9120783 33.4212562, -111.9120868 33.4215704, -111.9122765 33.4215668))",POINT (-111.9121774 33.4214115),614.6,6615.1,15
,534,588272020.0,,apartments,,,"POLYGON ((-111.9120026 33.421565, -111.9120055 33.4214171, -111.9116793 33.4214127, -111.9116764 33.4215606, -111.9120026 33.421565))",POINT (-111.911841 33.4214888),497.9,5359.0,15
,535,588272021.0,,apartments,,,"POLYGON ((-111.91168 33.4213273, -111.9116738 33.4210085, -111.9118547 33.4210061, -111.9118609 33.4213249, -111.91168 33.4213273))",POINT (-111.9117673 33.4211667),594.0,6394.1,15
,536,588272022.0,,apartments,,,"POLYGON ((-111.911796 33.4209602, -111.9117067 33.4207687, -111.9120759 33.4206488, -111.9121652 33.4208402, -111.911796 33.4209602))",POINT (-111.9119359 33.4208045),839.7,9038.1,15
,537,588272024.0,,apartments,,,"POLYGON ((-111.9120805 33.4205989, -111.9120784 33.4201299, -111.911903 33.4201304, -111.9119051 33.4205995, -111.9120805 33.4205989))",POINT (-111.9119917 33.4203647),847.6,9123.5,15
,538,588272025.0,,apartments,,,"POLYGON ((-111.9121825 33.4200694, -111.91218 33.4199107, -111.9118072 33.4199148, -111.9118097 33.4200734, -111.9121825 33.4200694))",POINT (-111.9119949 33.4199921),609.9,6565.3,15
,539,588272026.0,,apartments,,,"POLYGON ((-111.9114596 33.4201006, -111.9114562 33.4198986, -111.9110588 33.4199033, -111.9110623 33.4201054, -111.9114596 33.4201006))",POINT (-111.9112592 33.420002),826.7,8898.9,15
,540,588272027.0,,apartments,,,"POLYGON ((-111.9114093 33.4207114, -111.9114127 33.4205086, -111.9110143 33.4205038, -111.9110108 33.4207067, -111.9114093 33.4207114))",POINT (-111.9112118 33.4206076),833.8,8975.3,15
,541,588272028.0,,apartments,,,"POLYGON ((-111.9108654 33.4205245, -111.9108636 33.4200531, -111.9106863 33.4200531, -111.9106845 33.4205245, -111.9108654 33.4205245))",POINT (-111.910775 33.4202896),869.1,9355.2,15
,542,588272039.0,,yes,,,"POLYGON ((-111.9180447 33.4193681, -111.9180636 33.4192542, -111.9178533 33.4192299, -111.9178345 33.4193438, -111.9180447 33.4193681))",POINT (-111.917949 33.419299),251.9,2711.9,14
,543,588272040.0,,apartments,,,"POLYGON ((-111.9174756 33.4192253, -111.9175061 33.4190659, -111.9169828 33.4189963, -111.9169524 33.4191557, -111.9174756 33.4192253))",POINT (-111.9172292 33.4191108),883.0,9505.1,14
,544,588272041.0,,apartments,,,"POLYGON ((-111.9169156 33.4190827, -111.9169189 33.4189408, -111.9167393 33.4189379, -111.916736 33.4190798, -111.9169156 33.4190827))",POINT (-111.9168274 33.4190103),262.3,2823.2,14
,545,588272042.0,,apartments,,,"POLYGON ((-111.916683 33.4191424, -111.9166759 33.4189857, -111.9161426 33.4190026, -111.9161498 33.4191593, -111.916683 33.4191424))",POINT (-111.9164128 33.4190725),861.9,9276.9,14
,546,588272043.0,,yes,,,"POLYGON ((-111.9175246 33.418996, -111.9175246 33.4188976, -111.9173327 33.4188953, -111.9173354 33.418996, -111.9175246 33.418996))",POINT (-111.917429 33.4189461),195.6,2105.1,14
,547,588272046.0,,apartments,,,"POLYGON ((-111.9156099 33.4192031, -111.9156114 33.4189589, -111.9157421 33.4189595, -111.9157406 33.4192037, -111.9156099 33.4192031))",POINT (-111.915676 33.4190813),328.7,3537.7,15
,548,588272047.0,,apartments,,,"POLYGON ((-111.9153945 33.4192385, -111.9153826 33.4191211, -111.9150089 33.4191473, -111.9150207 33.4192648, -111.9153945 33.4192385))",POINT (-111.9152017 33.4191929),455.6,4903.9,15
,549,588272048.0,,apartments,,,"POLYGON ((-111.9154012 33.4192086, -111.9153991 33.4189593, -111.9155382 33.4189585, -111.9155403 33.4192078, -111.9154012 33.4192086))",POINT (-111.9154697 33.4190836),356.7,3839.4,15
,550,588272049.0,,apartments,,,"POLYGON ((-111.9153848 33.4190717, -111.9153858 33.4189601, -111.9150158 33.4189578, -111.9150148 33.4190694, -111.9153848 33.4190717))",POINT (-111.9152003 33.4190148),426.6,4591.7,15
,551,588272050.0,,apartments,,,"POLYGON ((-111.9150093 33.4192647, -111.9149889 33.4190121, -111.9149289 33.4190155, -111.9149244 33.4189596, -111.9148584 33.4189633, -111.9148833 33.4192718, -111.9150093 33.4192647))",POINT (-111.9149317 33.4191261),370.1,3983.8,15
Tempe Fire Department Station No. 1,552,588458464.0,,fire_station,,,"POLYGON ((-111.9134914 33.415276, -111.913491 33.4151044, -111.9138062 33.4151039, -111.9138059 33.4149899, -111.9139467 33.4149897, -111.9139475 33.4153457, -111.913808 33.4153459, -111.9138078 33.4152754, -111.9134914 33.415276))",POINT (-111.9137584 33.4151792),1073.0,11549.3,20
Tempe Fire Department Administration,553,588458470.0,,yes,,,"POLYGON ((-111.9145169 33.4153902, -111.9145173 33.4152753, -111.9145987 33.4152756, -111.914599 33.4151769, -111.9145113 33.4151767, -111.9145121 33.4149801, -111.914327 33.4149796, -111.9143262 33.4151792, -111.9143002 33.4151791, -111.9142998 33.4152783, -111.9143273 33.4152784, -111.9143269 33.4153897, -111.9145169 33.4153902))",POINT (-111.91443 33.4151912),904.6,9737.1,20
,554,588458477.0,,apartments,,,"POLYGON ((-111.9133529 33.4151489, -111.9133541 33.4149559, -111.9124438 33.4149518, -111.9124401 33.4155421, -111.9126762 33.4155431, -111.9126756 33.4153385, -111.9126755 33.4151432, -111.9133529 33.4151489))",POINT (-111.9127802 33.4151522),2760.1,29709.3,20
,555,588458478.0,,parking,,,"POLYGON ((-111.9127827 33.4156482, -111.91285 33.4156482, -111.91285 33.415696, -111.9133188 33.4156958, -111.9133188 33.415653, -111.913381 33.4156529, -111.9133807 33.4151428, -111.9126755 33.4151432, -111.9126756 33.4153385, -111.9127825 33.4153384, -111.9127827 33.4156482))",POINT (-111.9130608 33.4154043),3567.4,38398.7,20
,556,588458480.0,,retail,,,"POLYGON ((-111.9162366 33.415508, -111.9162362 33.4152618, -111.9153797 33.4152628, -111.9153798 33.4153056, -111.9150525 33.4153059, -111.915053 33.4156077, -111.9152414 33.4156075, -111.9152416 33.4157047, -111.9159183 33.4157039, -111.9159181 33.4155698, -111.9160774 33.4155696, -111.9160773 33.4155082, -111.9162366 33.415508))",POINT (-111.9156255 33.4154663),4515.0,48599.5,20
Tempe Event Center,557,588458482.0,,events_venue,,,"POLYGON ((-111.9118606 33.4151443, -111.9118606 33.4149801, -111.9119585 33.4149801, -111.9120233 33.4149801, -111.9120233 33.4151077, -111.9120233 33.4151443, -111.9118606 33.4151443))",POINT (-111.9119419 33.4150622),276.6,2977.7,20
,558,588458483.0,,parking,,,"POLYGON ((-111.9167085 33.415707, -111.9167083 33.4156344, -111.9166233 33.4156346, -111.9166222 33.4153359, -111.9172198 33.4153344, -111.9172209 33.4156494, -111.9170209 33.4156499, -111.9170211 33.4157062, -111.9167085 33.415707))",POINT (-111.9169184 33.4155076),2107.6,22685.9,19
,559,588509320.0,,yes,,,"POLYGON ((-111.9107032 33.4152935, -111.9107006 33.4149612, -111.9104278 33.4149595, -111.9104319 33.4150043, -111.9104292 33.4152923, -111.9107032 33.4152935))",POINT (-111.9105661 33.415127),929.1,10000.4,20
,560,588509321.0,,commercial,,,"POLYGON ((-111.9107165 33.4156955, -111.9107171 33.4155767, -111.910984 33.4155777, -111.9109843 33.4155294, -111.9110513 33.4155296, -111.9110533 33.4151461, -111.9111919 33.4151465, -111.911189 33.4156972, -111.9107165 33.4156955))",POINT (-111.9110394 33.4154968),1229.4,13232.7,20
,561,588509322.0,,parking,,,"POLYGON ((-111.9107642 33.4155694, -111.9107653 33.4154743, -111.9107013 33.4154738, -111.9107032 33.4152935, -111.9107068 33.4149646, -111.9111129 33.4149677, -111.9111114 33.4151038, -111.9110419 33.4151033, -111.9110373 33.4155234, -111.910983 33.415523, -111.9109825 33.4155711, -111.9107642 33.4155694))",POINT (-111.9108837 33.4152461),2104.7,22655.3,20
Sun Devil Car Wash,562,588509323.0,,car_wash,,,"POLYGON ((-111.9093905 33.4156233, -111.9093744 33.4155433, -111.9096863 33.4154941, -111.9097552 33.4154832, -111.9097875 33.4156134, -111.9097781 33.4156148, -111.9096821 33.4156286, -111.9096702 33.4155837, -111.9093905 33.4156233))",POINT (-111.9095964 33.4155601),388.4,4181.1,20
,563,588509324.0,,roof,,,"POLYGON ((-111.9100886 33.4156239, -111.9101139 33.4155723, -111.9098476 33.4154812, -111.9098223 33.4155328, -111.9100886 33.4156239))",POINT (-111.9099681 33.4155525),164.8,1774.0,20
,564,588509325.0,,roof,,,"POLYGON ((-111.910143 33.4154798, -111.9101899 33.4154404, -111.9100956 33.4153622, -111.9100896 33.4153672, -111.9100487 33.4154015, -111.910143 33.4154798))",POINT (-111.9101193 33.415421),75.9,817.4,20
,565,588513038.0,,parking,,,"POLYGON ((-111.9097423 33.4153168, -111.9097438 33.4149712, -111.9099717 33.4149719, -111.9099716 33.415003, -111.9100181 33.4150032, -111.9100171 33.4152284, -111.909899 33.4152281, -111.9098986 33.4153172, -111.9097423 33.4153168))",POINT (-111.9098684 33.4151308),852.9,9180.7,20
,566,588513039.0,,retail,,,"POLYGON ((-111.9099452 33.4153181, -111.9099449 33.4152498, -111.9100434 33.4152494, -111.9100421 33.4149818, -111.910208 33.4149813, -111.9102133 33.4150111, -111.9102096 33.4153172, -111.9099452 33.4153181))",POINT (-111.910113 33.4151631),651.0,7007.7,20
Pride Travel Center,567,588513040.0,,fuel,,,"POLYGON ((-111.9097116 33.4152951, -111.9097138 33.4151408, -111.9096888 33.41514, -111.9096409 33.4151401, -111.9095733 33.4151394, -111.90953 33.4151751, -111.9095283 33.4152933, -111.9097116 33.4152951))",POINT (-111.9096232 33.4152188),282.9,3045.5,20
,568,588513041.0,,roof,,,"POLYGON ((-111.9094912 33.4151555, -111.9095668 33.4150916, -111.9094378 33.4149851, -111.9093622 33.415049, -111.9094912 33.4151555))",POINT (-111.9094645 33.4150703),169.0,1818.9,20
,569,588513044.0,,parking,,,"POLYGON ((-111.9096409 33.4151401, -111.9096404 33.4149765, -111.9097192 33.4149763, -111.9097197 33.4150997, -111.9096886 33.4150998, -111.9096888 33.41514, -111.9096409 33.4151401))",POINT (-111.9096775 33.4150516),119.7,1288.2,20
,570,588520627.0,,parking,,,"POLYGON ((-111.9122499 33.4153206, -111.9121662 33.4153197, -111.9121631 33.4155231, -111.9119265 33.4155206, -111.9119277 33.4154448, -111.9118792 33.4154443, -111.9118834 33.4151633, -111.912035 33.4151649, -111.9120372 33.4150157, -111.9121956 33.4150173, -111.9121924 33.4152314, -111.9122512 33.4152321, -111.9122499 33.4153206))",POINT (-111.9120558 33.4152881),1346.9,14498.0,20
Pep Boys,571,588520628.0,,yes,,,"POLYGON ((-111.9100268 33.4145895, -111.9100285 33.4145284, -111.910006 33.4145279, -111.9100091 33.4141412, -111.9096489 33.4141403, -111.9096378 33.4145846, -111.9100268 33.4145895))",POINT (-111.9098271 33.4143662),1686.2,18150.2,20
,572,588520629.0,,parking,,,"POLYGON ((-111.9100268 33.414605, -111.9100268 33.4145895, -111.9100285 33.4145284, -111.910006 33.4145279, -111.9100091 33.4141412, -111.9096489 33.4141403, -111.9096378 33.4145846, -111.9093629 33.4145584, -111.9092973 33.414503, -111.9092963 33.4141209, -111.9092774 33.414121, -111.9092772 33.4140147, -111.9093641 33.4140146, -111.9093641 33.4139858, -111.9092955 33.4139858, -111.9092954 33.4138229, -111.9093676 33.4138228, -111.9093676 33.4137512, -111.9100933 33.413751, -111.9100933 33.41381, -111.910176 33.41381, -111.910176 33.4145342, -111.9101193 33.4145342, -111.9101193 33.414605, -111.9100268 33.414605))",POINT (-111.9097131 33.414111),5696.6,61318.0,20
,573,588520635.0,,parking,,,"POLYGON ((-111.9107036 33.4154896, -111.9107032 33.4152935, -111.9104292 33.4152923, -111.9104319 33.4150043, -111.9103853 33.4150042, -111.9103856 33.4149323, -111.910279 33.414932, -111.9102787 33.4150113, -111.9102133 33.4150111, -111.9102114 33.4154882, -111.9107036 33.4154896))",POINT (-111.9104012 33.4152809),1715.0,18459.7,20
,574,588520650.0,,parking,,,"POLYGON ((-111.9164588 33.4155906, -111.9162416 33.4155905, -111.9162419 33.4153344, -111.9162948 33.4153344, -111.9162949 33.4152574, -111.9155588 33.4152568, -111.9155589 33.4152076, -111.915382 33.4152074, -111.9153819 33.4152571, -111.9153535 33.4152571, -111.9153535 33.4152968, -111.9150186 33.4152965, -111.9150184 33.4154056, -111.9150452 33.4154056, -111.9150449 33.4156077, -111.9148473 33.4156075, -111.9148478 33.4152721, -111.9149105 33.4152722, -111.9149107 33.4151267, -111.9148475 33.4151266, -111.9148477 33.414991, -111.9149328 33.414991, -111.9149329 33.4149103, -111.915026 33.4149104, -111.915026 33.4149633, -111.9151612 33.4149635, -111.9151613 33.4149107, -111.915293 33.4149108, -111.9152929 33.4149619, -111.9153255 33.4149619, -111.9153256 33.4149159, -111.9155711 33.4149162, -111.9155711 33.4149648, -111.9157674 33.4149651, -111.9157675 33.4149241, -111.9160106 33.4149244, -111.9160105 33.4149674, -111.9160466 33.4149674, -111.9160467 33.414927, -111.9161846 33.4149272, -111.9161845 33.4149714, -111.9164062 33.4149717, -111.9164062 33.4149922, -111.9164709 33.4149923, -111.9164706 33.4152118, -111.916405 33.4152118, -111.9164047 33.415379, -111.9164591 33.4153791, -111.9164588 33.4155906))",POINT (-111.9156442 33.4151682),6472.4,69668.2,20
,575,588520651.0,,parking,,,"POLYGON ((-111.9146471 33.4156374, -111.914574 33.4156375, -111.9145741 33.415677, -111.9135476 33.4156781, -111.913547 33.4152911, -111.9137802 33.4152909, -111.9137803 33.4153572, -111.9138385 33.4153571, -111.9138387 33.4155014, -111.9137742 33.4155014, -111.9137743 33.4155696, -111.9138429 33.4155695, -111.9138428 33.4155237, -111.9145757 33.4155229, -111.9145758 33.4155732, -111.914647 33.4155731, -111.9146471 33.4156374))",POINT (-111.9139699 33.4155478),2293.0,24681.6,20
Dorsey & Apache Park and Ride,576,588520652.0,,parking,,,"POLYGON ((-111.9175866 33.4153312, -111.9164928 33.4153294, -111.916493 33.4152607, -111.916631 33.4152609, -111.9166311 33.4152158, -111.9165806 33.4152157, -111.9165809 33.4150943, -111.9166671 33.4150944, -111.9166673 33.415021, -111.9174492 33.4150223, -111.9174491 33.4150808, -111.917521 33.4150809, -111.9175206 33.4152151, -111.9174495 33.4152149, -111.9174494 33.4152385, -111.9175868 33.4152388, -111.9175866 33.4153312))",POINT (-111.9170547 33.4151844),2969.9,31967.3,19
Dorsey Place Apartments,577,588582593.0,,apartments,,,"POLYGON ((-111.9187683 33.4218376, -111.9187682 33.4213871, -111.9181657 33.4213872, -111.9181657 33.421558, -111.9182326 33.421558, -111.9182326 33.4215817, -111.918346 33.4215818, -111.9183461 33.4215479, -111.9185837 33.4215479, -111.9185836 33.4216953, -111.9183524 33.4216952, -111.9183524 33.4216427, -111.9182891 33.4216427, -111.9182891 33.421685, -111.9182038 33.421685, -111.9182038 33.4217036, -111.9180521 33.4217037, -111.918052 33.421477, -111.9180824 33.421477, -111.9180823 33.4213921, -111.918062 33.4213735, -111.918062 33.4213413, -111.9178833 33.4213413, -111.9178834 33.4218377, -111.9187683 33.4218376))",POINT (-111.9183286 33.4216102),3300.5,35525.9,14
,578,588582598.0,,parking,,,"POLYGON ((-111.9188995 33.4215681, -111.9189024 33.4213253, -111.9188404 33.4213248, -111.918842 33.4211896, -111.9181871 33.4211842, -111.9181851 33.4213542, -111.9187687 33.4213591, -111.9187662 33.421567, -111.9188995 33.4215681))",POINT (-111.9185819 33.4213106),1454.9,15660.2,14
,579,588582599.0,,parking,,,"POLYGON ((-111.9188919 33.4218187, -111.9188944 33.4215946, -111.9187647 33.4215936, -111.9187622 33.4218176, -111.9188919 33.4218187))",POINT (-111.9188283 33.4217061),298.9,3217.0,14
,580,588582605.0,,parking,,,"POLYGON ((-111.9178685 33.4213642, -111.9181563 33.4213644, -111.9181564 33.4211887, -111.9178687 33.4211886, -111.9178685 33.4213642))",POINT (-111.9180125 33.4212765),521.3,5610.8,14
,581,588897105.0,,parking,,,"POLYGON ((-111.9093228 33.4207982, -111.909318 33.4207059, -111.9093661 33.4207259, -111.9094062 33.4207286, -111.9094158 33.4207192, -111.9094126 33.4207045, -111.9093565 33.4207018, -111.9093576 33.4206088, -111.9095457 33.4206095, -111.9095473 33.4207018, -111.9094928 33.4207032, -111.9094928 33.420726, -111.9095505 33.4207259, -111.9095521 33.4207982, -111.9093228 33.4207982))",POINT (-111.9094432 33.4207078),377.6,4064.2,15
,582,588897107.0,,parking,,,"POLYGON ((-111.9101903 33.4199992, -111.910194 33.4197597, -111.9101716 33.4197594, -111.9101725 33.4197039, -111.9103341 33.4197057, -111.9103295 33.4200007, -111.9101903 33.4199992))",POINT (-111.9102599 33.4198489),436.3,4696.8,15
,583,588897114.0,,parking,,,"POLYGON ((-111.9095047 33.420591, -111.9095047 33.4205822, -111.9095048 33.4204598, -111.9095626 33.4204599, -111.9095625 33.420591, -111.9095047 33.420591))",POINT (-111.9095336 33.4205254),78.3,842.8,15
,584,588904704.0,,parking,,,"POLYGON ((-111.9093601 33.4186036, -111.9093603 33.418434, -111.9096834 33.4184343, -111.9096831 33.4186039, -111.9093601 33.4186036))",POINT (-111.9095217 33.4185189),565.9,6091.1,15
,585,588904707.0,,apartments,,,"POLYGON ((-111.9103364 33.4191628, -111.9103366 33.419131, -111.9103493 33.4191281, -111.9103496 33.4190727, -111.9103288 33.4190726, -111.910329 33.4190357, -111.91035 33.4190358, -111.9103501 33.4190022, -111.9103595 33.4190022, -111.9103602 33.4188648, -111.9101837 33.4188642, -111.9101827 33.4190731, -111.9101687 33.419073, -111.9101684 33.419133, -111.9101858 33.4191331, -111.9101856 33.4191622, -111.9103364 33.4191628))",POINT (-111.9102657 33.4190109),521.6,5614.3,15
,586,588904708.0,,apartments,,,"POLYGON ((-111.9101007 33.419138, -111.9100992 33.4190054, -111.9100793 33.4190055, -111.9100791 33.4189854, -111.9098964 33.4189868, -111.9098966 33.4190054, -111.9098756 33.4190055, -111.9098754 33.41899, -111.9098498 33.4189902, -111.9098496 33.418973, -111.9097913 33.4189735, -111.9097915 33.4189881, -111.9097243 33.4189887, -111.9097242 33.4189753, -111.909669 33.4189757, -111.9096692 33.4189953, -111.9096463 33.4189955, -111.9096478 33.4191279, -111.9096711 33.4191277, -111.9096713 33.4191451, -111.9097265 33.4191447, -111.9097263 33.419128, -111.9097908 33.4191275, -111.909791 33.4191476, -111.9098949 33.4191468, -111.909895 33.4191575, -111.9099579 33.419157, -111.9099577 33.4191385, -111.9100248 33.419138, -111.910025 33.4191542, -111.9100791 33.4191538, -111.9100789 33.4191382, -111.9101007 33.419138))",POINT (-111.9098747 33.4190648),735.8,7920.1,15
,587,588904709.0,,apartments,,,"POLYGON ((-111.9103326 33.4187722, -111.9100225 33.4187705, -111.9100226 33.4187568, -111.9097609 33.4187554, -111.9097617 33.418649, -111.910045 33.4186505, -111.9100449 33.4186644, -111.910262 33.4186656, -111.9102619 33.4186776, -111.9103333 33.418678, -111.9103326 33.4187722))",POINT (-111.9100434 33.4187115),621.0,6684.3,15
,588,588904711.0,,apartments,,,"POLYGON ((-111.9093703 33.418695, -111.9094024 33.4186899, -111.9093998 33.4186788, -111.9094798 33.4186662, -111.9094826 33.4186786, -111.9095183 33.4186729, -111.9095209 33.4186844, -111.9095528 33.4186793, -111.90955 33.4186669, -111.9096357 33.4186533, -111.9096377 33.4186621, -111.9096655 33.4186577, -111.9096943 33.4187835, -111.9096559 33.4187896, -111.9096583 33.4187999, -111.909585 33.4188116, -111.9095823 33.4187995, -111.9094317 33.4188235, -111.9094293 33.4188128, -111.9093983 33.4188177, -111.9093703 33.418695))",POINT (-111.9095324 33.4187392),425.6,4580.7,15
,589,588904712.0,,apartments,,,"POLYGON ((-111.9095579 33.4193622, -111.9095576 33.4193304, -111.9095736 33.4193303, -111.9095728 33.4192626, -111.9095583 33.4192627, -111.9095579 33.419233, -111.9095695 33.4192329, -111.9095692 33.4192006, -111.9095813 33.4192005, -111.9095803 33.4191109, -111.9095669 33.419111, -111.9095648 33.4189267, -111.9095193 33.4188776, -111.9094265 33.418879, -111.9093899 33.4189114, -111.9093948 33.4193635, -111.9095579 33.4193622))",POINT (-111.9094803 33.4191249),864.0,9300.3,15
,590,588904713.0,,carport,,,"POLYGON ((-111.9103743 33.419357, -111.9103734 33.4193051, -111.9096458 33.4193133, -111.9096466 33.4193653, -111.9103743 33.419357))",POINT (-111.9100099 33.4193352),385.4,4148.5,15
,591,588904714.0,,carport,,,"POLYGON ((-111.9101645 33.4192369, -111.9101644 33.419185, -111.9104035 33.4191847, -111.9104036 33.4192366, -111.9101645 33.4192369))",POINT (-111.910284 33.4192108),129.0,1389.1,15
