agent_id,o_node_id,d_node_id,o_zone_id,d_zone_id,matching_link_from_node_id,matching_link_to_node_id,matching_link_id,node_sequence,geometry
24,279,4357,1,13,279,105,2043,4357;2095;2094;2093;228;1704;222;3122;2584;1689;1462;5263;3863;3864;3860;5251;3865;2074;2068;176;2356;2065;2353;2063;191;2060;779;126;275;398;403;407;822;690;3842;279;,"LINESTRING (-111.9295641229869 33.42064238235706, -111.929733 33.4207787, -111.929733 33.420823, -111.930095 33.4202946, -111.9301467 33.4202935, -111.9301721 33.42120300000001, -111.9301964 33.4213078, -111.9307529 33.4213066, -111.930754 33.4213901, -111.9307601 33.4218506, -111.9307608 33.421902, -111.9307644 33.4219973, -111.9332203 33.4219303, -111.9339885 33.4219235, -111.9348817 33.4219166, -111.9349692 33.4219591, -111.9349659 33.4220803, -111.9349706 33.4226097, -111.9349741 33.4231487, -111.9349761 33.4232093, -111.9349907 33.423297, -111.93499 33.4233768, -111.9349897 33.423492, -111.9349826 33.4242604, -111.9349809 33.4243346, -111.9349808 33.4243956, -111.9349717 33.4252787, -111.9349278 33.4254396, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911)"
25,4981,3488,1,13,4981,3154,10796,3488;3489;1512;3257;3254;2359;1932;859;1931;1930;3624;271;1974;1975;1212;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3152;3156;3154;4981;,"LINESTRING (-111.9283339 33.4194043, -111.9281444 33.4194062, -111.9280117 33.4194133, -111.9279014 33.4194876, -111.9275988 33.4196914, -111.9266836 33.4202252, -111.926519 33.4202261, -111.9265214 33.4202793, -111.9265209 33.4203512, -111.9265088 33.4203708, -111.9282477 33.4219245, -111.9283481 33.422014, -111.928463 33.4221152, -111.9298185 33.4230743, -111.9302883 33.42317, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049, -111.9445403012535 33.42977686543588)"
26,4983,4549,1,14,4983,3284,10800,4549;1020;1927;2229;2228;2227;3178;2226;1969;778;777;1968;3847;3849;4119;4120;4118;3258;391;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;4983;,"LINESTRING (-111.9199282535437 33.42240762968916, -111.9201081 33.4223453, -111.9207206 33.4223461, -111.9207222 33.4221443, -111.9208196 33.4221476, -111.9228965 33.422132, -111.9238415 33.4221395, -111.9245933 33.4221454, -111.9261162 33.422183, -111.9262405 33.4221644, -111.926408 33.4221502, -111.9264897 33.4221498, -111.9264642 33.4233419, -111.9275107 33.4233377, -111.9287706 33.4236406, -111.9298852 33.4239543, -111.9299243 33.4240186, -111.9303882 33.423295, -111.9304005 33.4232277, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.94547935 33.43065840000001)"
27,2789,4932,1,15,2789,5068,10971,4932;2701;2700;2618;132;133;94;130;4104;4103;5254;377;264;305;369;370;371;269;70;235;1193;270;1930;3624;271;1974;1975;1212;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;69;2790;2791;2789;,"LINESTRING (-111.9116041115594 33.41932617547159, -111.912071 33.4193561, -111.9120722 33.41950139999999, -111.9122342 33.4194998, -111.9128246 33.4194946, -111.9128246 33.418373, -111.9128676 33.41707, -111.9123461 33.41578939999999, -111.9123408 33.4153594, -111.9123389 33.4151363, -111.9124079 33.4148625, -111.9124756 33.4147882, -111.9124745 33.4147475, -111.9174702 33.414732, -111.9176992 33.41473, -111.9180758 33.4147343, -111.9197969 33.4147429, -111.9203868 33.4148865, -111.922468 33.4167526, -111.9262989 33.420183, -111.9263476 33.420227, -111.9264083 33.42028010000001, -111.9265088 33.4203708, -111.9282477 33.4219245, -111.9283481 33.422014, -111.928463 33.4221152, -111.9298185 33.4230743, -111.9302883 33.42317, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9457793 33.4291351, -111.9467829 33.4291351, -111.9467852 33.4295146, -111.9467516 33.4302354)"
29,3284,3617,1,16,3284,4987,10809,3617;564;185;571;1017;184;3261;183;580;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;,"LINESTRING (-111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477)"
30,3156,1092,1,17,3156,3152,4,1092;253;284;287;143;142;112;111;3480;3201;3192;41;42;3617;564;185;571;1017;184;3261;183;580;232;3772;366;233;3236;3;3152;3156;,"LINESTRING (-111.9314439 33.4146642, -111.9327942 33.4146458, -111.9327814 33.4140702, -111.9349449 33.414049, -111.9349328 33.4135475, -111.9370709 33.4135303, -111.9398917 33.4135032, -111.9398928 33.4136273, -111.9404614 33.4136244, -111.9412969 33.4136201, -111.9421721 33.4136157, -111.94234 33.4136148, -111.9424188 33.4147283, -111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032)"
31,3158,1772,1,17,3158,3159,7421,1772;3556;2407;2109;766;914;476;2112;480;479;2117;478;515;680;3635;1311;3639;3904;3627;3628;3399;3906;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;3158;,"LINESTRING (-111.9350458 33.4161689, -111.9352397 33.4161664, -111.9363014 33.4162363, -111.9365016 33.41625, -111.9366289 33.4162774, -111.9366318 33.4164108, -111.936652 33.4173873, -111.936655 33.4174833, -111.9367882 33.4174799, -111.9381365 33.4174674, -111.9382156 33.4174665, -111.9396173 33.4174516, -111.9397819 33.4174542, -111.9398439 33.4174549, -111.9398726 33.4174547, -111.9399531 33.4174545, -111.9399555 33.4176243, -111.9399572 33.4177097, -111.9399806 33.4190558, -111.9399908 33.4204925, -111.9400587 33.42183069999999, -111.9400823 33.4218803, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537, -111.9452441 33.4307647)"
32,3155,3338,1,17,3155,4980,10795,3338;3337;335;111;3480;3201;3192;41;42;3617;564;185;571;1017;184;3261;183;580;232;3772;366;233;3236;3;3152;3156;3154;3155;,"LINESTRING (-111.9372334 33.4145237, -111.9372288 33.4140277, -111.9398955 33.4139983, -111.9398928 33.4136273, -111.9404614 33.4136244, -111.9412969 33.4136201, -111.9421721 33.4136157, -111.94234 33.4136148, -111.9424188 33.4147283, -111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049, -111.9445208 33.4300704)"
33,1123,573,1,18,1123,4759,10353,573;96;5253;3218;1298;2413;248;3886;82;3930;3636;1312;1310;3637;3638;1311;3639;3904;3627;3628;3399;3906;108;3883;1110;107;1111;27;1113;106;1115;83;105;279;408;1119;104;797;68;3923;3926;3925;3924;1124;1123;,"LINESTRING (-111.9292738 33.41664369999999, -111.9294043 33.4166443, -111.9301693 33.4159099, -111.9303119 33.4157222, -111.9305745 33.4152628, -111.930613 33.4148802, -111.9306499 33.4147876, -111.930649 33.4147639, -111.9306493 33.4147379, -111.9306565 33.4146999, -111.934955 33.4146577, -111.9366107 33.4146446, -111.9382691 33.4149393, -111.9395182 33.4159159, -111.9395692 33.4159864, -111.9399531 33.4174545, -111.9399555 33.4176243, -111.9399572 33.4177097, -111.9399806 33.4190558, -111.9399908 33.4204925, -111.9400587 33.42183069999999, -111.9400823 33.4218803, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9400646 33.42344689999999, -111.9400719 33.424345, -111.9400789 33.424691, -111.9400797 33.4254922, -111.9400785 33.4260353, -111.9400776 33.4264624, -111.9400679 33.4273849, -111.9400695 33.4274911, -111.9400695 33.4275261, -111.9400691 33.42776060000001, -111.9400739 33.4285325, -111.9400836 33.4294932, -111.9400872 33.4295692, -111.9400883 33.4296013, -111.940043 33.4295721, -111.9399817 33.4294979, -111.9399694 33.4294678, -111.9399845 33.4292269, -111.9399832 33.4290713)"
34,4981,1785,1,18,4981,3154,10796,1785;96;5253;3218;1298;2413;248;3886;82;3930;3636;1312;1310;3637;3638;1311;3639;3904;3627;3628;3399;3906;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;3772;366;233;3236;3;3152;3156;3154;4981;,"LINESTRING (-111.9295418 33.4166375, -111.9294043 33.4166443, -111.9301693 33.4159099, -111.9303119 33.4157222, -111.9305745 33.4152628, -111.930613 33.4148802, -111.9306499 33.4147876, -111.930649 33.4147639, -111.9306493 33.4147379, -111.9306565 33.4146999, -111.934955 33.4146577, -111.9366107 33.4146446, -111.9382691 33.4149393, -111.9395182 33.4159159, -111.9395692 33.4159864, -111.9399531 33.4174545, -111.9399555 33.4176243, -111.9399572 33.4177097, -111.9399806 33.4190558, -111.9399908 33.4204925, -111.9400587 33.42183069999999, -111.9400823 33.4218803, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049, -111.9445403012535 33.42977686543588)"
35,4302,4715,1,18,4302,3800,8736,4715;3028;3027;575;56;576;2421;3570;2426;2425;2420;2419;5253;3218;1298;2413;248;3886;82;3930;3636;1312;1310;3637;3638;1311;3639;3904;3627;3628;3399;3906;108;3883;1110;107;1268;856;1313;1314;1292;48;3921;232;581;5;3457;3227;864;863;3971;2765;4136;3800;4302;,"LINESTRING (-111.9259067069845 33.41665177507927, -111.9260483 33.416717, -111.9260081 33.4168288, -111.9261395 33.4168327, -111.9263035 33.4168382, -111.9264704 33.4168349, -111.92647 33.4167212, -111.927153 33.4166104, -111.9271638 33.416608, -111.9287501 33.4165217, -111.9293594 33.4165559, -111.9300131 33.4159306, -111.9301693 33.4159099, -111.9303119 33.4157222, -111.9305745 33.4152628, -111.930613 33.4148802, -111.9306499 33.4147876, -111.930649 33.4147639, -111.9306493 33.4147379, -111.9306565 33.4146999, -111.934955 33.4146577, -111.9366107 33.4146446, -111.9382691 33.4149393, -111.9395182 33.4159159, -111.9395692 33.4159864, -111.9399531 33.4174545, -111.9399555 33.4176243, -111.9399572 33.4177097, -111.9399806 33.4190558, -111.9399908 33.4204925, -111.9400587 33.42183069999999, -111.9400823 33.4218803, -111.9400803 33.4219289, -111.940079 33.42197849999999, -111.9400741 33.4225274, -111.9400687 33.4231956, -111.9414688 33.4238299, -111.9412691 33.4243385, -111.942677 33.4242646, -111.9432183 33.4242317, -111.9433507 33.4249452, -111.943347 33.4254811, -111.9434356 33.42545689999999, -111.9435715 33.4254464, -111.9436145 33.4254447, -111.9442882 33.4254677, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9442762 33.426894, -111.9457728 33.4264284, -111.945772 33.4267672, -111.945772 33.4271033, -111.9457715 33.4272852, -111.9457714 33.4274554, -111.9469 33.42746330000001)"
36,3282,4889,1,19,3282,2783,7718,4889;2678;2676;2682;1286;245;265;369;370;371;269;70;235;1193;270;1930;3624;271;1974;1975;1212;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;3282;,"LINESTRING (-111.9170546946882 33.41518441383029, -111.9171156 33.4152873, -111.9174102 33.4152863, -111.9177006 33.4152855, -111.9176985 33.4151844, -111.917698 33.4148781, -111.9176986 33.4148015, -111.9176992 33.41473, -111.9180758 33.4147343, -111.9197969 33.4147429, -111.9203868 33.4148865, -111.922468 33.4167526, -111.9262989 33.420183, -111.9263476 33.420227, -111.9264083 33.42028010000001, -111.9265088 33.4203708, -111.9282477 33.4219245, -111.9283481 33.422014, -111.928463 33.4221152, -111.9298185 33.4230743, -111.9302883 33.42317, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461)"
37,3158,2638,1,20,3158,3160,1511,2638;2663;2637;2674;244;1009;1008;5254;377;264;305;369;370;371;269;70;235;1193;270;1930;3624;271;1974;1975;1212;276;277;1215;818;806;275;398;403;407;822;690;3842;279;50;3844;280;233;3236;3;3153;4;1285;2782;2780;2781;2784;3284;3159;3158;,"LINESTRING (-111.9136595 33.4154151, -111.9145734 33.415605, -111.9147544 33.4156038, -111.9147566 33.4152076, -111.9147587 33.4148409, -111.9136482 33.414836, -111.9133844 33.41483880000001, -111.9124079 33.4148625, -111.9124756 33.4147882, -111.9124745 33.4147475, -111.9174702 33.414732, -111.9176992 33.41473, -111.9180758 33.4147343, -111.9197969 33.4147429, -111.9203868 33.4148865, -111.922468 33.4167526, -111.9262989 33.420183, -111.9263476 33.420227, -111.9264083 33.42028010000001, -111.9265088 33.4203708, -111.9282477 33.4219245, -111.9283481 33.422014, -111.928463 33.4221152, -111.9298185 33.4230743, -111.9302883 33.42317, -111.930412 33.4231839, -111.9305248 33.42320460000001, -111.932072 33.4240375, -111.9336431 33.4249755, -111.9346809 33.4253945, -111.9347997 33.4254989, -111.9366206 33.4263351, -111.9389329 33.427278, -111.9395166 33.4274698, -111.9398921 33.4274906, -111.9399644 33.4274908, -111.9399843 33.4274909, -111.9400695 33.4274911, -111.9426691 33.4277019, -111.9427385 33.4277461, -111.9435008 33.42952, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9452165 33.4294497, -111.9453641 33.4305477, -111.9451318 33.4305537, -111.9452441 33.4307647)"
39,3237,36,1,22,3237,2793,2917,36;1039;1044;1043;2241;2240;3711;1056;3877;66;1052;151;143;142;112;111;3480;3201;3192;41;42;3617;564;185;571;1017;184;3261;183;580;232;3772;366;233;3236;3235;3233;3231;3237;,"LINESTRING (-111.9360118 33.40950580000001, -111.9354981 33.4095498, -111.9352728 33.4095791, -111.9349415 33.409658, -111.9349226 33.4103317, -111.9349308 33.4109161, -111.9349309 33.4110191, -111.934931 33.4110677, -111.9349346 33.4113481, -111.9349297 33.4119783, -111.9349327 33.41294480000001, -111.9349354 33.4130207, -111.9349328 33.4135475, -111.9370709 33.4135303, -111.9398917 33.4135032, -111.9398928 33.4136273, -111.9404614 33.4136244, -111.9412969 33.4136201, -111.9421721 33.4136157, -111.94234 33.4136148, -111.9424188 33.4147283, -111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9438673 33.4293268, -111.9438604 33.428349, -111.9440882 33.428349, -111.9443136 33.4283475)"
40,2,3586,1,23,2,3156,2,3586;3588;3816;3815;1052;151;143;142;112;111;3480;3201;3192;41;42;3617;564;185;571;1017;184;3261;183;580;232;3772;366;233;3236;3;3152;3156;2;,"LINESTRING (-111.9313281 33.4126023, -111.9316896 33.4120333, -111.9341669 33.4119912, -111.9341894 33.4129584, -111.9349327 33.41294480000001, -111.9349354 33.4130207, -111.9349328 33.4135475, -111.9370709 33.4135303, -111.9398917 33.4135032, -111.9398928 33.4136273, -111.9404614 33.4136244, -111.9412969 33.4136201, -111.9421721 33.4136157, -111.94234 33.4136148, -111.9424188 33.4147283, -111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.944268 33.4307934)"
41,4991,4594,1,23,4991,3155,10816,4594;3502;3078;3077;3076;3654;3645;3646;3647;1190;1037;54;3710;3712;67;3251;3815;1052;151;143;142;112;111;3480;3201;3192;41;42;3617;564;185;571;1017;184;3261;183;580;232;3772;366;233;3236;3;3152;3156;3154;3155;4991;,"LINESTRING (-111.9250022019463 33.40980335226443, -111.9250546 33.4101331, -111.9253586 33.4101308, -111.9255669 33.41012910000001, -111.9257941 33.4101273, -111.9261191 33.4100957, -111.9262827 33.4100947, -111.9262835 33.4101537, -111.9262842 33.4102046, -111.9262882 33.4105131, -111.9262916 33.4107968, -111.9262937 33.4109526, -111.9262927 33.4110862, -111.9306777 33.4110434, -111.9306853 33.4120477, -111.930677 33.413009, -111.9341894 33.4129584, -111.9349327 33.41294480000001, -111.9349354 33.4130207, -111.9349328 33.4135475, -111.9370709 33.4135303, -111.9398917 33.4135032, -111.9398928 33.4136273, -111.9404614 33.4136244, -111.9412969 33.4136201, -111.9421721 33.4136157, -111.94234 33.4136148, -111.9424188 33.4147283, -111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442568 33.4295279, -111.9442601 33.4299032, -111.9443731 33.4299049, -111.9445208 33.4300704, -111.9446671 33.42992599999999)"
44,4761,311,1,26,4761,1901,10356,311;20;19;18;17;16;185;571;1017;184;3261;183;580;232;3772;366;233;280;188;3845;411;408;1119;104;1898;1899;1902;1901;4761;,"LINESTRING (-111.9442992 33.4106384, -111.9443024 33.4110208, -111.9443094 33.4131817, -111.9443138 33.4139026, -111.9442875 33.4146337, -111.9442483 33.4146347, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9435008 33.42952, -111.9434575 33.4295241, -111.942717 33.4277836, -111.942647 33.4277383, -111.9400695 33.4275261, -111.9400691 33.42776060000001, -111.9400739 33.4285325, -111.940709 33.4285255, -111.9407112 33.4286913, -111.9407132 33.4288384, -111.9407194 33.4292932, -111.9404432005031 33.42912115168836)"
45,689,310,1,26,689,3900,2323,310;21;311;20;19;18;17;16;185;571;1017;184;3261;183;580;232;3772;3922;3920;3919;49;3148;105;3900;689;,"LINESTRING (-111.9442959 33.40989260000001, -111.9442963 33.410264, -111.9442992 33.4106384, -111.9443024 33.4110208, -111.9443094 33.4131817, -111.9443138 33.4139026, -111.9442875 33.4146337, -111.9442483 33.4146347, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9434364 33.4255151, -111.9432524 33.4270553, -111.9428412 33.4275963, -111.9427719 33.4275569, -111.941512 33.42737750000001, -111.9400679 33.4273849, -111.939984 33.4273851, -111.9399633 33.4273851)"
46,3282,313,1,26,3282,2783,7718,313;74;621;19;18;17;16;185;571;1017;184;3261;183;580;232;3772;366;233;3236;3;3153;4;1285;2782;2780;2781;3282;,"LINESTRING (-111.9451678 33.4128225, -111.9451702 33.4131851, -111.9447393 33.413184, -111.9443094 33.4131817, -111.9443138 33.4139026, -111.9442875 33.4146337, -111.9442483 33.4146347, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155, -111.9442632 33.4293622, -111.9443252 33.4291446, -111.9448055 33.4291415, -111.9450555 33.4291399, -111.9451628 33.4291392, -111.9451095 33.4294457, -111.9450095 33.4294461)"
47,4694,311,1,26,4694,2453,10222,311;20;19;18;17;16;185;571;1017;184;3261;183;580;232;3772;366;233;280;188;3845;3917;3832;3916;3911;746;800;5261;801;1151;752;3857;2452;2453;4694;,"LINESTRING (-111.9442992 33.4106384, -111.9443024 33.4110208, -111.9443094 33.4131817, -111.9443138 33.4139026, -111.9442875 33.4146337, -111.9442483 33.4146347, -111.9435841 33.4147218, -111.9435562 33.41568710000001, -111.9435652 33.4189718, -111.9435693 33.4203957, -111.9435704 33.4218532, -111.9435706 33.4219441, -111.9435725 33.422456, -111.9435715 33.4254464, -111.9435719 33.425529, -111.9435781 33.42887460000001, -111.9435847 33.4295124, -111.9435008 33.42952, -111.9434575 33.4295241, -111.942717 33.4277836, -111.9425591 33.4285092, -111.9427707 33.4291942, -111.9425324 33.4293994, -111.9409616 33.4295636, -111.9409154 33.429599, -111.9401871 33.4296574, -111.9400298 33.42967460000001, -111.9398829 33.4296907, -111.9391344 33.4297661, -111.9385575 33.4299923, -111.9385948 33.4300454, -111.939787 33.42976160000001, -111.9398724 33.4311569, -111.9394785134798 33.43129016888042)"
