name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
,4204,544161299,1415,1414,1,52.13019684,,,0,service,7,"LINESTRING (-111.9342915 33.4207044, -111.9343972 33.42063, -111.9344007 33.4202766)",bike;walk,1
,4205,544161299,1415,1416,1,47.92582216,,,0,service,7,"LINESTRING (-111.9342915 33.4207044, -111.9342885 33.4202734)",bike;walk,1
,4206,544161299,1416,1415,1,47.92582216,,,0,service,7,"LINESTRING (-111.9342885 33.4202734, -111.9342915 33.4207044)",bike;walk,1
,4207,544161300,642,1499,1,5.479259563,,,0,footway,9,"LINESTRING (-111.9341858 33.4208077, -111.9342241 33.4207702)",walk,0
,4208,544161300,1499,1415,1,9.626103324,,,0,footway,9,"LINESTRING (-111.9342241 33.4207702, -111.9342915 33.4207044)",walk,0
,4209,544161302,1417,1426,1,57.64120518,,,0,service,7,"LINESTRING (-111.9397189 33.4195681, -111.9397187 33.4192457, -111.9394839 33.4192463)",bike;walk,1
,4210,544161302,1426,1417,1,57.64120518,,,0,service,7,"LINESTRING (-111.9394839 33.4192463, -111.9397187 33.4192457, -111.9397189 33.4195681)",bike;walk,1
,4211,544161302,1426,1419,1,37.94100532,,,0,service,7,"LINESTRING (-111.9394839 33.4192463, -111.9390751 33.4192473)",bike;walk,1
,4212,544161302,1419,1426,1,37.94100532,,,0,service,7,"LINESTRING (-111.9390751 33.4192473, -111.9394839 33.4192463)",bike;walk,1
,4213,544161302,1419,1424,1,26.33964166,,,0,service,7,"LINESTRING (-111.9390751 33.4192473, -111.9387913 33.4192479)",bike;walk,1
,4214,544161302,1424,1419,1,26.33964166,,,0,service,7,"LINESTRING (-111.9387913 33.4192479, -111.9390751 33.4192473)",bike;walk,1
,4215,544161302,1424,1422,1,65.9854292,,,0,service,7,"LINESTRING (-111.9387913 33.4192479, -111.9383027 33.4192491, -111.938304 33.4194347)",bike;walk,1
,4216,544161302,1422,1424,1,65.9854292,,,0,service,7,"LINESTRING (-111.938304 33.4194347, -111.9383027 33.4192491, -111.9387913 33.4192479)",bike;walk,1
,4217,544161302,1422,1420,1,43.29002451,,,0,service,7,"LINESTRING (-111.938304 33.4194347, -111.9383083 33.419824)",bike;walk,1
,4218,544161302,1420,1422,1,43.29002451,,,0,service,7,"LINESTRING (-111.9383083 33.419824, -111.938304 33.4194347)",bike;walk,1
,4219,544161304,1417,1418,1,13.680406,,,0,service,7,"LINESTRING (-111.9397189 33.4195681, -111.9398663 33.4195688)",bike;walk,1
,4220,544161304,1418,1417,1,13.680406,,,0,service,7,"LINESTRING (-111.9398663 33.4195688, -111.9397189 33.4195681)",bike;walk,1
