link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes
17,Bricklayers Arms Roundabout,2954577,19,20,1,"LINESTRING (-0.0858512 51.4948903, -0.0857458 51.4948785, -0.0855694 51.4948456)",1,20.16,trunk,2,48,3,,auto,
18,New Cross Road,2954579,21,22,1,"LINESTRING (-0.0526638 51.4780023, -0.0530977 51.4781691, -0.0534921 51.4783208, -0.053567 51.4783486)",1,73.45,trunk,2,48,,,auto,
19,New Cross Road,2954579,22,21,1,"LINESTRING (-0.053567 51.4783486, -0.0534921 51.4783208, -0.0530977 51.4781691, -0.0526638 51.4780023)",1,73.45,trunk,2,48,,,auto,
20,Denmark Hill,2954609,23,24,1,"LINESTRING (-0.0910385 51.4674707, -0.0909627 51.4673606, -0.090946 51.4673401)",1,15.88,primary,3,32,,,auto,
21,Denmark Hill,2954609,24,23,1,"LINESTRING (-0.090946 51.4673401, -0.0909627 51.4673606, -0.0910385 51.4674707)",1,15.88,primary,3,32,,,auto,
22,Cornwall Road,3115950,25,26,1,"LINESTRING (-0.112129 51.5067404, -0.1121189 51.5067268, -0.1118085 51.5063095, -0.1116157 51.5060787, -0.1114595 51.5058744)",1,106.88,unclassified,20,32,,,auto,
23,Cornwall Road,3115950,26,27,1,"LINESTRING (-0.1114595 51.5058744, -0.1114331 51.5058399, -0.1113959 51.5057912, -0.1113433 51.5057204)",1,18.92,unclassified,20,32,,,auto,
24,Cornwall Road,3115950,26,25,1,"LINESTRING (-0.1114595 51.5058744, -0.1116157 51.5060787, -0.1118085 51.5063095, -0.1121189 51.5067268, -0.112129 51.5067404)",1,106.88,unclassified,20,32,,,auto,
25,Cornwall Road,3115950,27,26,1,"LINESTRING (-0.1113433 51.5057204, -0.1113959 51.5057912, -0.1114331 51.5058399, -0.1114595 51.5058744)",1,18.92,unclassified,20,32,,,auto,
26,London Bridge,3709270,28,29,1,"LINESTRING (-0.0876371 51.5078509, -0.08786 51.5072616)",1,67.32,primary,3,32,2,,auto,
27,Boss Street,3978914,30,31,1,"LINESTRING (-0.0767638 51.5018674, -0.0767021 51.5019049, -0.076672 51.5019254, -0.0763942 51.5021147, -0.0762111 51.5024979)",1,82.02,residential,6,32,,,auto,
28,Queen Elizabeth Street,3978915,32,33,1,"LINESTRING (-0.078451 51.5029721, -0.0783883 51.5030079, -0.0783696 51.5030169)",1,7.53,primary,3,32,,,auto,
29,Lafone Street,3978917,34,35,1,"LINESTRING (-0.0756491 51.5022589, -0.0762494 51.5016555, -0.0762602 51.5016446, -0.0762768 51.5016289, -0.076322 51.5015848)",1,88.25,residential,6,,,,auto,
30,Sumner Street,3996615,36,37,1,"LINESTRING (-0.0952246 51.5062423, -0.0958504 51.5063691, -0.0965451 51.5065098, -0.0967883 51.5065621)",1,113.92,unclassified,20,32,,,auto,
31,Sumner Street,3996615,37,36,1,"LINESTRING (-0.0967883 51.5065621, -0.0965451 51.5065098, -0.0958504 51.5063691, -0.0952246 51.5062423)",1,113.92,unclassified,20,32,,,auto,
32,Zoar Street,3996619,38,39,1,"LINESTRING (-0.097701 51.506192, -0.0978961 51.5061607, -0.0989474 51.5061703, -0.099001 51.506154, -0.0990497 51.5061535)",1,94.21,unclassified,20,32,,,auto,
33,Zoar Street,3996619,39,38,1,"LINESTRING (-0.0990497 51.5061535, -0.099001 51.506154, -0.0989474 51.5061703, -0.0978961 51.5061607, -0.097701 51.506192)",1,94.21,unclassified,20,32,,,auto,
34,Grosvenor Gardens,3997145,40,41,1,"LINESTRING (-0.1450069 51.4967495, -0.1450772 51.4967606, -0.1451557 51.4967742, -0.1455827 51.4969368, -0.1458929 51.4970545)",1,70.46,trunk,2,48,3,,auto,
35,Victoria Street,3997146,42,43,1,"LINESTRING (-0.1429256 51.4965923, -0.1434915 51.4966451)",1,39.61,trunk,2,48,,,auto,
36,Vauxhall Bridge Road,3997148,44,45,1,"LINESTRING (-0.142485 51.4964506, -0.1425178 51.4964249, -0.1425303 51.4963905, -0.1425046 51.4962758, -0.1424983 51.4961571)",1,33.66,trunk,2,48,2,,auto,
37,Vauxhall Bridge Road,3997148,46,44,1,"LINESTRING (-0.1423092 51.4965257, -0.1424184 51.496489, -0.142485 51.4964506)",1,14.87,trunk,2,48,2,,auto,
38,Vauxhall Bridge Road,3997149,47,48,1,"LINESTRING (-0.1315145 51.4896411, -0.1308437 51.4893018)",1,59.84,trunk,2,48,,,auto,
39,Bridgefoot,3997151,49,50,1,"LINESTRING (-0.1250146 51.4866774, -0.1248272 51.4866631)",1,13.07,trunk,2,32,3,,auto,
40,Buckingham Palace Road,4003074,51,52,1,"LINESTRING (-0.1468598 51.493828, -0.1468331 51.4939852, -0.1467476 51.4941245)",1,34.16,primary,3,32,2,,auto,
41,Buckingham Palace Road,4003075,53,54,1,"LINESTRING (-0.1451804 51.4961588, -0.1452554 51.496034)",1,14.82,primary,3,32,,,auto,
42,Queenstown Road,4003086,55,56,1,"LINESTRING (-0.1495747 51.4834146, -0.1495506 51.4832648)",1,16.74,primary,3,32,,,auto,
43,Queenstown Road,4003086,56,55,1,"LINESTRING (-0.1495506 51.4832648, -0.1495747 51.4834146)",1,16.74,primary,3,32,,,auto,
44,Queen's Circus,4003087,57,58,1,"LINESTRING (-0.1488636 51.478027, -0.1488383 51.4780536, -0.1488078 51.478078, -0.1487727 51.4780998)",1,10.31,primary,3,32,3,,auto,
45,Queenstown Road,4003196,59,60,1,"LINESTRING (-0.1485465 51.4775766, -0.1486004 51.4776744)",1,11.50,primary,3,32,,,auto,
46,Battersea Park Road,4003197,61,62,1,"LINESTRING (-0.1478893 51.4765203, -0.147454 51.476703, -0.1473638 51.4767409, -0.1472779 51.476777, -0.1470716 51.4768717, -0.1468966 51.476949)",1,83.67,trunk,2,32,,,auto,
47,Battersea Park Road,4003197,63,61,1,"LINESTRING (-0.1482501 51.4763848, -0.1479975 51.4764759, -0.147964 51.4764889, -0.1479534 51.4764934, -0.1478893 51.4765203)",1,29.19,trunk,2,32,,,auto,
48,Battersea Park Road,4003197,62,61,1,"LINESTRING (-0.1468966 51.476949, -0.1470716 51.4768717, -0.1472779 51.476777, -0.1473638 51.4767409, -0.147454 51.476703, -0.1478893 51.4765203)",1,83.67,trunk,2,32,,,auto,
49,Battersea Park Road,4003197,61,63,1,"LINESTRING (-0.1478893 51.4765203, -0.1479534 51.4764934, -0.147964 51.4764889, -0.1479975 51.4764759, -0.1482501 51.4763848)",1,29.19,trunk,2,32,,,auto,
50,Chelsea Bridge Road,4003433,64,65,1,"LINESTRING (-0.1524215 51.4874896, -0.152054 51.4872775)",1,34.69,primary,3,32,,,auto,
51,Chelsea Bridge Road,4003433,65,64,1,"LINESTRING (-0.152054 51.4872775, -0.1524215 51.4874896)",1,34.69,primary,3,32,,,auto,
52,Thorney Street,4015397,66,67,1,"LINESTRING (-0.1251896 51.4930962, -0.1252638 51.4930967, -0.1260342 51.4930923, -0.1260941 51.4939902, -0.1261281 51.4947515, -0.1261375 51.4948033)",1,248.88,residential,6,32,,,auto,
53,Thorney Street,4015397,67,66,1,"LINESTRING (-0.1261375 51.4948033, -0.1261281 51.4947515, -0.1260941 51.4939902, -0.1260342 51.4930923, -0.1252638 51.4930967, -0.1251896 51.4930962)",1,248.88,residential,6,32,,,auto,
