link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes
4855,,11803297,3259,3255,1,"LINESTRING (-0.0894453 51.4785915, -0.0891459 51.4780449)",1,64.22,residential,6,32,,,auto,
4856,Elmington Road,11803363,3260,3261,1,"LINESTRING (-0.0913999 51.4763472, -0.0913322 51.4763414, -0.091102 51.4763671, -0.090783 51.4764139, -0.0906788 51.4763948)",1,51.15,unclassified,20,32,,,auto,
4857,Don Phelan Close,11803384,3262,3263,1,"LINESTRING (-0.0900373 51.4763817, -0.0890419 51.476545)",1,71.29,residential,6,32,,,auto,
4858,Don Phelan Close,11803384,3264,3262,1,"LINESTRING (-0.0901963 51.476359, -0.0900373 51.4763817)",1,11.30,residential,6,32,,,auto,
4859,Don Phelan Close,11803384,3262,3264,1,"LINESTRING (-0.0900373 51.4763817, -0.0901963 51.476359)",1,11.30,residential,6,32,,,auto,
4860,Don Phelan Close,11803384,3263,3262,1,"LINESTRING (-0.0890419 51.476545, -0.0900373 51.4763817)",1,71.29,residential,6,32,,,auto,
4861,Don Phelan Close,11803433,3265,3266,1,"LINESTRING (-0.0897411 51.4751256, -0.0894747 51.4751593)",1,18.83,residential,6,,,,auto,
4862,Don Phelan Close,11803433,3266,3265,1,"LINESTRING (-0.0894747 51.4751593, -0.0897411 51.4751256)",1,18.83,residential,6,,,,auto,
4863,Don Phelan Close,11803447,3265,3267,1,"LINESTRING (-0.0897411 51.4751256, -0.0897096 51.4750189)",1,12.06,residential,6,,,,auto,
4864,Don Phelan Close,11803447,3268,3265,1,"LINESTRING (-0.0899355 51.475773, -0.0897411 51.4751256)",1,73.24,residential,6,,,,auto,
4865,Don Phelan Close,11803447,3267,3265,1,"LINESTRING (-0.0897096 51.4750189, -0.0897411 51.4751256)",1,12.06,residential,6,,,,auto,
4866,Don Phelan Close,11803447,3265,3268,1,"LINESTRING (-0.0897411 51.4751256, -0.0899355 51.475773)",1,73.24,residential,6,,,,auto,
4867,Kimpton Road,11803461,3269,3270,1,"LINESTRING (-0.0905154 51.4764217, -0.0903992 51.4759435, -0.090445 51.4758926)",1,60.27,residential,6,32,,,auto,
4868,Kimpton Road,11803496,3270,3261,1,"LINESTRING (-0.090445 51.4758926, -0.0905099 51.4759283, -0.0906788 51.4763948)",1,59.17,residential,6,32,,,auto,
4869,Mary Datchelor Close,11803720,3271,3272,1,"LINESTRING (-0.0886651 51.4752942, -0.0886336 51.4753716, -0.0886924 51.4755714, -0.0888522 51.4761465)",1,96.36,residential,6,32,,,auto,
4870,Mary Datchelor Close,11803720,3273,3274,1,"LINESTRING (-0.0887819 51.4743526, -0.0885404 51.4743811, -0.0884579 51.474416, -0.0884356 51.4745379, -0.0884683 51.4748243, -0.088533 51.4749487, -0.0885431 51.4749986, -0.0884506 51.4751012)",1,102.72,residential,6,32,,,auto,
4871,Mary Datchelor Close,11803720,3274,3271,1,"LINESTRING (-0.0884506 51.4751012, -0.0886651 51.4752942)",1,26.10,residential,6,32,,,auto,
4872,Mary Datchelor Close,11803720,3275,3273,1,"LINESTRING (-0.089327 51.4743324, -0.0889273 51.474375, -0.0887819 51.4743526)",1,38.46,residential,6,32,,,auto,
4873,Mary Datchelor Close,11803720,3273,3275,1,"LINESTRING (-0.0887819 51.4743526, -0.0889273 51.474375, -0.089327 51.4743324)",1,38.46,residential,6,32,,,auto,
4874,Mary Datchelor Close,11803720,3274,3273,1,"LINESTRING (-0.0884506 51.4751012, -0.0885431 51.4749986, -0.088533 51.4749487, -0.0884683 51.4748243, -0.0884356 51.4745379, -0.0884579 51.474416, -0.0885404 51.4743811, -0.0887819 51.4743526)",1,102.72,residential,6,32,,,auto,
4875,Mary Datchelor Close,11803720,3271,3274,1,"LINESTRING (-0.0886651 51.4752942, -0.0884506 51.4751012)",1,26.10,residential,6,32,,,auto,
4876,Mary Datchelor Close,11803720,3272,3271,1,"LINESTRING (-0.0888522 51.4761465, -0.0886924 51.4755714, -0.0886336 51.4753716, -0.0886651 51.4752942)",1,96.36,residential,6,32,,,auto,
4877,Vicarage Grove,11803737,3274,2314,1,"LINESTRING (-0.0884506 51.4751012, -0.0877578 51.4750873)",1,48.01,residential,6,32,,,auto,
4878,Vicarage Grove,11803737,2314,3274,1,"LINESTRING (-0.0877578 51.4750873, -0.0884506 51.4751012)",1,48.01,residential,6,32,,,auto,
4879,Kimpton Road,11803798,3276,3277,1,"LINESTRING (-0.0900599 51.4738999, -0.0899912 51.4741162, -0.0899813 51.474196, -0.089975 51.4743199, -0.0902022 51.4750522, -0.0902598 51.4751711, -0.0903418 51.4753244)",1,161.91,residential,6,32,,,auto,
4880,Kimpton Road,11803815,3278,3277,1,"LINESTRING (-0.090399 51.4757481, -0.0903791 51.4756813, -0.0903408 51.4754008, -0.0903418 51.4753244)",1,47.35,residential,6,32,,,auto,
4881,Kimpton Road,11803815,3270,3278,1,"LINESTRING (-0.090445 51.4758926, -0.0904194 51.4758223, -0.090399 51.4757481)",1,16.39,residential,6,32,,,auto,
4882,Kimpton Road,11803815,3277,3278,1,"LINESTRING (-0.0903418 51.4753244, -0.0903408 51.4754008, -0.0903791 51.4756813, -0.090399 51.4757481)",1,47.35,residential,6,32,,,auto,
4883,Kimpton Road,11803815,3278,3270,1,"LINESTRING (-0.090399 51.4757481, -0.0904194 51.4758223, -0.090445 51.4758926)",1,16.39,residential,6,32,,,auto,
4884,Harvey Road,11803823,3277,3279,1,"LINESTRING (-0.0903418 51.4753244, -0.0904588 51.4753089, -0.0909006 51.4752803, -0.0910599 51.4756553)",1,82.18,residential,6,32,,,auto,
4885,Harvey Road,11803823,3279,3277,1,"LINESTRING (-0.0910599 51.4756553, -0.0909006 51.4752803, -0.0904588 51.4753089, -0.0903418 51.4753244)",1,82.18,residential,6,32,,,auto,
4886,D'Eynsford Road,11803827,3279,3280,1,"LINESTRING (-0.0910599 51.4756553, -0.0922915 51.4755364)",1,86.32,residential,6,32,,,auto,
4887,D'Eynsford Road,11803827,3278,3279,1,"LINESTRING (-0.090399 51.4757481, -0.0910599 51.4756553)",1,46.92,residential,6,32,,,auto,
4888,D'Eynsford Road,11803827,3279,3278,1,"LINESTRING (-0.0910599 51.4756553, -0.090399 51.4757481)",1,46.92,residential,6,32,,,auto,
4889,D'Eynsford Road,11803827,3280,3279,1,"LINESTRING (-0.0922915 51.4755364, -0.0910599 51.4756553)",1,86.32,residential,6,32,,,auto,
4890,Camberwell Green,11803929,3281,3280,1,"LINESTRING (-0.0920813 51.4748802, -0.0922915 51.4755364)",1,74.40,residential,6,32,,,auto,
4891,Camberwell Green,11803929,3280,3281,1,"LINESTRING (-0.0922915 51.4755364, -0.0920813 51.4748802)",1,74.40,residential,6,32,,,auto,
4892,Bullace Row,11804026,3282,3283,1,"LINESTRING (-0.0928883 51.4761863, -0.0932851 51.4761563, -0.0937672 51.4761216)",1,61.29,residential,6,32,,,auto,
4893,Bullace Row,11804026,3283,3282,1,"LINESTRING (-0.0937672 51.4761216, -0.0932851 51.4761563, -0.0928883 51.4761863)",1,61.29,residential,6,32,,,auto,
4894,Addington Square,11804183,3284,3285,1,"LINESTRING (-0.0907717 51.4802239, -0.0908314 51.480259, -0.0908698 51.4802799, -0.0911402 51.4804383)",1,34.92,residential,6,32,,,auto,
4895,Addington Square,11804183,3285,3284,1,"LINESTRING (-0.0911402 51.4804383, -0.0908698 51.4802799, -0.0908314 51.480259, -0.0907717 51.4802239)",1,34.92,residential,6,32,,,auto,
4896,Sears Street,11804212,3286,3287,1,"LINESTRING (-0.0905613 51.4791392, -0.0910898 51.4795253, -0.0915546 51.4798168)",1,102.10,residential,6,32,,,auto,
4897,Sears Street,11804212,3287,3286,1,"LINESTRING (-0.0915546 51.4798168, -0.0910898 51.4795253, -0.0905613 51.4791392)",1,102.10,residential,6,32,,,auto,
4898,Depot Street,11804500,3288,3289,1,"LINESTRING (-0.0912375 51.4813576, -0.0912402 51.481381, -0.0919332 51.4813449, -0.0919664 51.4813478)",1,53.09,residential,6,,,,auto,
4899,Depot Street,11804500,3289,3288,1,"LINESTRING (-0.0919664 51.4813478, -0.0919332 51.4813449, -0.0912402 51.481381, -0.0912375 51.4813576)",1,53.09,residential,6,,,,auto,
4900,Kitson Road,11804512,3290,3291,1,"LINESTRING (-0.093215 51.4803024, -0.0932245 51.4802683, -0.093176 51.4794572)",1,94.10,residential,6,,,,auto,
4901,Kitson Road,11804512,3292,3290,1,"LINESTRING (-0.0932455 51.4809124, -0.0932486 51.4805787, -0.093215 51.4803024)",1,67.92,residential,6,,,,auto,
4902,Kitson Road,11804512,3291,3290,1,"LINESTRING (-0.093176 51.4794572, -0.0932245 51.4802683, -0.093215 51.4803024)",1,94.10,residential,6,,,,auto,
4903,Kitson Road,11804512,3290,3292,1,"LINESTRING (-0.093215 51.4803024, -0.0932486 51.4805787, -0.0932455 51.4809124)",1,67.92,residential,6,,,,auto,
4904,Draycott Close,11804561,3293,2323,1,"LINESTRING (-0.0895196 51.478836, -0.0891145 51.4789419, -0.0889296 51.4790934)",1,51.59,residential,6,32,,,auto,
4905,Draycott Close,11804561,2323,3293,1,"LINESTRING (-0.0889296 51.4790934, -0.0891145 51.4789419, -0.0895196 51.478836)",1,51.59,residential,6,32,,,auto,
4906,Phelp Street,11804926,3294,3295,1,"LINESTRING (-0.0905903 51.4855294, -0.0903239 51.4850692)",1,54.40,residential,6,32,,,auto,
4907,Lytham Street,11804932,3296,3297,1,"LINESTRING (-0.0920553 51.4863829, -0.0919614 51.4862567)",1,15.47,residential,6,32,,,auto,
4908,Lytham Street,11804932,3297,3296,1,"LINESTRING (-0.0919614 51.4862567, -0.0920553 51.4863829)",1,15.47,residential,6,32,,,auto,
4909,Sondes Street,11804939,3295,960,1,"LINESTRING (-0.0903239 51.4850692, -0.089131 51.4853048)",1,86.65,residential,6,32,,,auto,
4910,,11805019,3298,3299,1,"LINESTRING (-0.089312 51.4846075, -0.0900073 51.4844578)",1,50.94,residential,6,,,,auto,
4911,,11805019,3299,3298,1,"LINESTRING (-0.0900073 51.4844578, -0.089312 51.4846075)",1,50.94,residential,6,,,,auto,
4912,Otto Street,11824385,3300,3301,1,"LINESTRING (-0.104755 51.4833957, -0.104776 51.4833831, -0.10516 51.483159, -0.1055656 51.4829215)",1,77.01,residential,6,32,,,auto,
4913,Otto Street,11824385,3302,3300,1,"LINESTRING (-0.1040021 51.483885, -0.1040367 51.4838616, -0.104755 51.4833957)",1,75.35,residential,6,32,,,auto,
4914,Otto Street,11824385,3301,3300,1,"LINESTRING (-0.1055656 51.4829215, -0.10516 51.483159, -0.104776 51.4833831, -0.104755 51.4833957)",1,77.01,residential,6,32,,,auto,
4915,Otto Street,11824385,3300,3302,1,"LINESTRING (-0.104755 51.4833957, -0.1040367 51.4838616, -0.1040021 51.483885)",1,75.35,residential,6,32,,,auto,
4916,Bolton Crescent,11824444,3303,3304,1,"LINESTRING (-0.1074969 51.4816035, -0.1075528 51.4814712, -0.1075924 51.4812908, -0.1076187 51.481044, -0.107609 51.4809927, -0.1075708 51.4807876, -0.1074843 51.4804619)",1,128.37,residential,6,32,,,auto,
4917,Bolton Crescent,11824444,3304,3303,1,"LINESTRING (-0.1074843 51.4804619, -0.1075708 51.4807876, -0.107609 51.4809927, -0.1076187 51.481044, -0.1075924 51.4812908, -0.1075528 51.4814712, -0.1074969 51.4816035)",1,128.37,residential,6,32,,,auto,
4918,St. Agnes Place,11824464,3305,3306,1,"LINESTRING (-0.1069345 51.4825647, -0.1071823 51.4827245, -0.1073693 51.4827564, -0.107423 51.4827636)",1,41.93,residential,6,32,,,auto,
4919,St. Agnes Place,11824464,3306,3305,1,"LINESTRING (-0.107423 51.4827636, -0.1073693 51.4827564, -0.1071823 51.4827245, -0.1069345 51.4825647)",1,41.93,residential,6,32,,,auto,
4920,Royal Road,11824486,2105,3300,1,"LINESTRING (-0.1064773 51.4845583, -0.1063993 51.4845432, -0.1062876 51.4844544, -0.1060961 51.4842886, -0.1056056 51.4839589, -0.1054815 51.4838755, -0.104797 51.4834239, -0.104755 51.4833957)",1,176.86,residential,6,32,,,auto,
4921,Royal Road,11824486,3300,2105,1,"LINESTRING (-0.104755 51.4833957, -0.104797 51.4834239, -0.1054815 51.4838755, -0.1056056 51.4839589, -0.1060961 51.4842886, -0.1062876 51.4844544, -0.1063993 51.4845432, -0.1064773 51.4845583)",1,176.86,residential,6,32,,,auto,
4922,Doddington Place,11824544,3307,2033,1,"LINESTRING (-0.1052156 51.4852658, -0.1052477 51.4852344, -0.1053305 51.4851534, -0.1056817 51.4848238, -0.1057416 51.4847633, -0.1057648 51.4847391)",1,69.84,residential,6,,,,auto,
4923,Doddington Place,11824544,2033,3307,1,"LINESTRING (-0.1057648 51.4847391, -0.1057416 51.4847633, -0.1056817 51.4848238, -0.1053305 51.4851534, -0.1052477 51.4852344, -0.1052156 51.4852658)",1,69.84,residential,6,,,,auto,
4924,Faunce Street,11824550,3308,3309,1,"LINESTRING (-0.1056901 51.485465, -0.1056481 51.4855082, -0.1047599 51.486344)",1,117.06,residential,6,32,,,auto,
4925,Faunce Street,11824550,3309,3308,1,"LINESTRING (-0.1047599 51.486344, -0.1056481 51.4855082, -0.1056901 51.485465)",1,117.06,residential,6,32,,,auto,
4926,Sharsted Street,11824559,3310,3311,1,"LINESTRING (-0.1053672 51.4867147, -0.1049657 51.4871451, -0.1048807 51.4872466)",1,68.08,residential,6,32,,,auto,
4927,Sharsted Street,11824559,3312,3310,1,"LINESTRING (-0.1063702 51.4857563, -0.1053672 51.4867147)",1,127.20,residential,6,32,,,auto,
4928,Sharsted Street,11824559,3311,3313,1,"LINESTRING (-0.1048807 51.4872466, -0.1047718 51.4873767)",1,16.31,residential,6,32,,,auto,
4929,Sharsted Street,11824559,3313,3311,1,"LINESTRING (-0.1047718 51.4873767, -0.1048807 51.4872466)",1,16.31,residential,6,32,,,auto,
4930,Sharsted Street,11824559,3310,3312,1,"LINESTRING (-0.1053672 51.4867147, -0.1063702 51.4857563)",1,127.20,residential,6,32,,,auto,
4931,Sharsted Street,11824559,3311,3310,1,"LINESTRING (-0.1048807 51.4872466, -0.1049657 51.4871451, -0.1053672 51.4867147)",1,68.08,residential,6,32,,,auto,
4932,Fleming Road,11824712,3314,3315,1,"LINESTRING (-0.1030118 51.4849049, -0.1029088 51.4849606)",1,9.45,residential,6,32,,,auto,
4933,Fleming Road,11824712,3316,3314,1,"LINESTRING (-0.1025941 51.4845702, -0.1030118 51.4849049)",1,47.13,residential,6,32,,,auto,
4934,Fleming Road,11824712,3317,3316,1,"LINESTRING (-0.104055 51.4839191, -0.104013 51.4839441, -0.1035548 51.4841616, -0.1032787 51.4842862, -0.103209 51.4843178, -0.1029002 51.4844214, -0.1028365 51.4844521, -0.1025941 51.4845702)",1,124.68,residential,6,32,,,auto,
4935,Fleming Road,11824712,3315,3314,1,"LINESTRING (-0.1029088 51.4849606, -0.1030118 51.4849049)",1,9.45,residential,6,32,,,auto,
4936,Fleming Road,11824712,3314,3316,1,"LINESTRING (-0.1030118 51.4849049, -0.1025941 51.4845702)",1,47.13,residential,6,32,,,auto,
4937,Fleming Road,11824712,3316,3317,1,"LINESTRING (-0.1025941 51.4845702, -0.1028365 51.4844521, -0.1029002 51.4844214, -0.103209 51.4843178, -0.1032787 51.4842862, -0.1035548 51.4841616, -0.104013 51.4839441, -0.104055 51.4839191)",1,124.68,residential,6,32,,,auto,
4938,Cook's Road,11824735,3318,3319,1,"LINESTRING (-0.1014163 51.4820263, -0.1015618 51.4821409, -0.1018173 51.4823521, -0.1021645 51.4826346, -0.1023894 51.4828146, -0.1024596 51.4828752, -0.102692 51.4830621)",1,145.16,residential,6,32,,,auto,
4939,Cook's Road,11824735,3319,3318,1,"LINESTRING (-0.102692 51.4830621, -0.1024596 51.4828752, -0.1023894 51.4828146, -0.1021645 51.4826346, -0.1018173 51.4823521, -0.1015618 51.4821409, -0.1014163 51.4820263)",1,145.16,residential,6,32,,,auto,
4940,Lorrimore Road,11824759,3319,3320,1,"LINESTRING (-0.102692 51.4830621, -0.1026503 51.4830821, -0.1023011 51.4832418, -0.1021097 51.483328, -0.101691 51.4835065)",1,85.14,residential,6,32,,,auto,
4941,Lorrimore Road,11824759,3320,2097,1,"LINESTRING (-0.101691 51.4835065, -0.1013605 51.4836697, -0.1008406 51.4839135, -0.1005025 51.4840623, -0.0999588 51.4843107, -0.0995434 51.4845045, -0.099446 51.4845614)",1,194.82,residential,6,32,,,auto,
4942,Lorrimore Road,11824759,3320,3319,1,"LINESTRING (-0.101691 51.4835065, -0.1021097 51.483328, -0.1023011 51.4832418, -0.1026503 51.4830821, -0.102692 51.4830621)",1,85.14,residential,6,32,,,auto,
4943,Lorrimore Road,11824759,2097,3320,1,"LINESTRING (-0.099446 51.4845614, -0.0995434 51.4845045, -0.0999588 51.4843107, -0.1005025 51.4840623, -0.1008406 51.4839135, -0.1013605 51.4836697, -0.101691 51.4835065)",1,194.82,residential,6,32,,,auto,
4944,Forsyth Gardens,11824761,3321,3320,1,"LINESTRING (-0.1033592 51.4834963, -0.1033235 51.483518, -0.1029602 51.4836806, -0.1025125 51.4838875, -0.1023124 51.4839842, -0.1022881 51.4839882, -0.1022581 51.4839877, -0.1022322 51.4839797, -0.1022079 51.4839671, -0.1019749 51.4837618, -0.101691 51.4835065)",1,161.07,residential,6,32,,,auto,
4945,Forsyth Gardens,11824761,3320,3321,1,"LINESTRING (-0.101691 51.4835065, -0.1019749 51.4837618, -0.1022079 51.4839671, -0.1022322 51.4839797, -0.1022581 51.4839877, -0.1022881 51.4839882, -0.1023124 51.4839842, -0.1025125 51.4838875, -0.1029602 51.4836806, -0.1033235 51.483518, -0.1033592 51.4834963)",1,161.07,residential,6,32,,,auto,
4946,Draco Street,11825091,3322,3323,1,"LINESTRING (-0.0992455 51.4846737, -0.0988582 51.4843526)",1,44.65,residential,6,,,,auto,
4947,Draco Street,11825091,3323,3324,1,"LINESTRING (-0.0988582 51.4843526, -0.0986259 51.4841269)",1,29.81,residential,6,,,,auto,
4948,Draco Street,11825091,3324,3325,1,"LINESTRING (-0.0986259 51.4841269, -0.0984522 51.4839512, -0.0980491 51.4841037, -0.0979713 51.4840157, -0.0979198 51.4839233)",1,77.65,residential,6,,,,auto,
4949,Draco Street,11825091,3323,3322,1,"LINESTRING (-0.0988582 51.4843526, -0.0992455 51.4846737)",1,44.65,residential,6,,,,auto,
4950,Draco Street,11825091,3324,3323,1,"LINESTRING (-0.0986259 51.4841269, -0.0988582 51.4843526)",1,29.81,residential,6,,,,auto,
4951,Draco Street,11825091,3325,3324,1,"LINESTRING (-0.0979198 51.4839233, -0.0979713 51.4840157, -0.0980491 51.4841037, -0.0984522 51.4839512, -0.0986259 51.4841269)",1,77.65,residential,6,,,,auto,
4952,Olney Road,11825142,3324,3326,1,"LINESTRING (-0.0986259 51.4841269, -0.098653 51.4840985, -0.0994204 51.4837555, -0.0999834 51.483505, -0.1001664 51.4834297, -0.1003626 51.4833466, -0.1007078 51.4831929, -0.100744 51.4831768, -0.100873 51.4831197, -0.1011969 51.482974, -0.1012624 51.4829396, -0.1012829 51.4829266, -0.1012942 51.4829135, -0.1012937 51.4828946, -0.1012885 51.4828784, -0.1012772 51.4828636, -0.1012545 51.4828435)",1,237.81,residential,6,32,,,auto,
4953,Olney Road,11825142,3326,3324,1,"LINESTRING (-0.1012545 51.4828435, -0.1012772 51.4828636, -0.1012885 51.4828784, -0.1012937 51.4828946, -0.1012942 51.4829135, -0.1012829 51.4829266, -0.1012624 51.4829396, -0.1011969 51.482974, -0.100873 51.4831197, -0.100744 51.4831768, -0.1007078 51.4831929, -0.1003626 51.4833466, -0.1001664 51.4834297, -0.0999834 51.483505, -0.0994204 51.4837555, -0.098653 51.4840985, -0.0986259 51.4841269)",1,237.81,residential,6,32,,,auto,
4954,,11825461,2120,3327,1,"LINESTRING (-0.0958287 51.480617, -0.0958535 51.4810426, -0.0960767 51.4814221, -0.0967547 51.4812564)",1,142.73,residential,6,32,,,auto,
4955,,11825461,3327,2120,1,"LINESTRING (-0.0967547 51.4812564, -0.0960767 51.4814221, -0.0958535 51.4810426, -0.0958287 51.480617)",1,142.73,residential,6,32,,,auto,
4956,Sultan Street,11825511,3328,3329,1,"LINESTRING (-0.0983873 51.4796146, -0.0983051 51.4796143, -0.0980792 51.4796348, -0.0979627 51.4796454, -0.0975873 51.4796795, -0.0968568 51.4797494, -0.0967757 51.4797572)",1,112.79,residential,6,32,,,auto,
4957,Sultan Street,11825511,3329,3328,1,"LINESTRING (-0.0967757 51.4797572, -0.0968568 51.4797494, -0.0975873 51.4796795, -0.0979627 51.4796454, -0.0980792 51.4796348, -0.0983051 51.4796143, -0.0983873 51.4796146)",1,112.79,residential,6,32,,,auto,
4958,Sir John Kirk Close,11825552,3330,3331,1,"LINESTRING (-0.0992171 51.4798353, -0.0989941 51.4798756, -0.0989825 51.4798916)",1,18.03,residential,6,32,,,auto,
4959,Sir John Kirk Close,11825552,2123,3330,1,"LINESTRING (-0.0998654 51.4803042, -0.0997016 51.4798609, -0.0996804 51.4798048, -0.09967 51.4797925, -0.0996484 51.4797805, -0.0996073 51.4797737, -0.099554 51.4797745, -0.0992171 51.4798353)",1,91.47,residential,6,32,,,auto,
4960,Sir John Kirk Close,11825552,3330,2123,1,"LINESTRING (-0.0992171 51.4798353, -0.099554 51.4797745, -0.0996073 51.4797737, -0.0996484 51.4797805, -0.09967 51.4797925, -0.0996804 51.4798048, -0.0997016 51.4798609, -0.0998654 51.4803042)",1,91.47,residential,6,32,,,auto,
4961,Sir John Kirk Close,11825552,3331,3330,1,"LINESTRING (-0.0989825 51.4798916, -0.0989941 51.4798756, -0.0992171 51.4798353)",1,18.03,residential,6,32,,,auto,
4962,Pitman Street,11825577,3332,3333,1,"LINESTRING (-0.0998375 51.4793459, -0.099784 51.4793422, -0.0995561 51.4793311, -0.0995158 51.4793228, -0.0994748 51.4792989, -0.0994393 51.4792075, -0.0993654 51.4789006, -0.0992938 51.4788524, -0.0988232 51.4789151)",1,111.98,residential,6,32,,,auto,
4963,Pitman Street,11825577,3333,3332,1,"LINESTRING (-0.0988232 51.4789151, -0.0992938 51.4788524, -0.0993654 51.4789006, -0.0994393 51.4792075, -0.0994748 51.4792989, -0.0995158 51.4793228, -0.0995561 51.4793311, -0.099784 51.4793422, -0.0998375 51.4793459)",1,111.98,residential,6,32,,,auto,
4964,Medlar Street,11825819,3334,3335,1,"LINESTRING (-0.0977074 51.4759376, -0.0974954 51.4759723, -0.0967782 51.4760069, -0.0962741 51.4760264)",1,99.98,residential,6,32,,,auto,
4965,Badsworth Road,11825838,3336,3335,1,"LINESTRING (-0.097714 51.4766582, -0.0972783 51.4764454, -0.0962655 51.4764721, -0.0962741 51.4760264)",1,158.11,residential,6,32,,,auto,
4966,Badsworth Road,11825838,3335,3336,1,"LINESTRING (-0.0962741 51.4760264, -0.0962655 51.4764721, -0.0972783 51.4764454, -0.097714 51.4766582)",1,158.11,residential,6,32,,,auto,
4967,Redcar Street,11825845,3337,3338,1,"LINESTRING (-0.0986172 51.4775573, -0.0992001 51.4783413)",1,96.07,residential,6,32,,,auto,
4968,Redcar Street,11825845,3336,3337,1,"LINESTRING (-0.097714 51.4766582, -0.0982396 51.4768677, -0.0983976 51.4770463, -0.0984971 51.4771992, -0.0985438 51.4773624, -0.0986172 51.4775573)",1,124.93,residential,6,32,,,auto,
4969,Redcar Street,11825845,3337,3336,1,"LINESTRING (-0.0986172 51.4775573, -0.0985438 51.4773624, -0.0984971 51.4771992, -0.0983976 51.4770463, -0.0982396 51.4768677, -0.097714 51.4766582)",1,124.93,residential,6,32,,,auto,
4970,Redcar Street,11825845,3338,3337,1,"LINESTRING (-0.0992001 51.4783413, -0.0986172 51.4775573)",1,96.07,residential,6,32,,,auto,
4971,Comber Grove,11825847,3339,3340,1,"LINESTRING (-0.0966035 51.4772406, -0.096521 51.4774006, -0.0965014 51.4775185)",1,31.87,residential,6,32,,,auto,
4972,Comber Grove,11825847,3341,3336,1,"LINESTRING (-0.0982622 51.476192, -0.097714 51.4766582)",1,64.26,residential,6,32,,,auto,
4973,Comber Grove,11825847,3336,3339,1,"LINESTRING (-0.097714 51.4766582, -0.097313 51.4768018, -0.0972688 51.4768199, -0.0970719 51.4769004, -0.0967839 51.4770798, -0.0966035 51.4772406)",1,102.03,residential,6,32,,,auto,
4974,Comber Grove,11825847,3340,3339,1,"LINESTRING (-0.0965014 51.4775185, -0.096521 51.4774006, -0.0966035 51.4772406)",1,31.87,residential,6,32,,,auto,
4975,Comber Grove,11825847,3336,3341,1,"LINESTRING (-0.097714 51.4766582, -0.0982622 51.476192)",1,64.26,residential,6,32,,,auto,
4976,Comber Grove,11825847,3339,3336,1,"LINESTRING (-0.0966035 51.4772406, -0.0967839 51.4770798, -0.0970719 51.4769004, -0.0972688 51.4768199, -0.097313 51.4768018, -0.097714 51.4766582)",1,102.03,residential,6,32,,,auto,
4977,Councillor Street,11825874,3337,3342,1,"LINESTRING (-0.0986172 51.4775573, -0.0998901 51.4770785, -0.1000789 51.4769288)",1,124.15,residential,6,32,,,auto,
4978,Councillor Street,11825874,3342,3337,1,"LINESTRING (-0.1000789 51.4769288, -0.0998901 51.4770785, -0.0986172 51.4775573)",1,124.15,residential,6,32,,,auto,
4979,,11825961,3343,3344,1,"LINESTRING (-0.0958363 51.476563, -0.0956883 51.4772469)",1,76.73,unclassified,20,32,,,auto,
4980,,11825961,3344,3343,1,"LINESTRING (-0.0956883 51.4772469, -0.0958363 51.476563)",1,76.73,unclassified,20,32,,,auto,
4981,Crown Street,11826030,3345,3346,1,"LINESTRING (-0.0958192 51.4798453, -0.0958215 51.4792392)",1,67.40,residential,6,32,,,auto,
4982,Crown Street,11826030,3346,3345,1,"LINESTRING (-0.0958215 51.4792392, -0.0958192 51.4798453)",1,67.40,residential,6,32,,,auto,
4983,Bowyer Street,11826042,3346,3347,1,"LINESTRING (-0.0958215 51.4792392, -0.0965813 51.4791668, -0.096608 51.4791642, -0.0968614 51.4791432)",1,72.80,residential,6,32,,,auto,
4984,Bowyer Street,11826042,3347,3346,1,"LINESTRING (-0.0968614 51.4791432, -0.096608 51.4791642, -0.0965813 51.4791668, -0.0958215 51.4792392)",1,72.80,residential,6,32,,,auto,
4985,Laxley Close,11826073,3348,3349,1,"LINESTRING (-0.1015828 51.4792124, -0.1006463 51.4794573, -0.1004389 51.4795005, -0.1001822 51.4795422)",1,103.86,residential,6,32,,,auto,
4986,Laxley Close,11826073,3350,3348,1,"LINESTRING (-0.102368 51.4789151, -0.1023635 51.4789972, -0.1019776 51.4791185, -0.1015828 51.4792124)",1,68.34,residential,6,32,,,auto,
4987,Laxley Close,11826073,3348,3350,1,"LINESTRING (-0.1015828 51.4792124, -0.1019776 51.4791185, -0.1023635 51.4789972, -0.102368 51.4789151)",1,68.34,residential,6,32,,,auto,
4988,Laxley Close,11826073,3349,3348,1,"LINESTRING (-0.1001822 51.4795422, -0.1004389 51.4795005, -0.1006463 51.4794573, -0.1015828 51.4792124)",1,103.86,residential,6,32,,,auto,
4989,Warham Street,11826101,3351,3352,1,"LINESTRING (-0.1036914 51.4795849, -0.1030594 51.4787133, -0.1030202 51.4786389, -0.1030646 51.4786131)",1,119.25,residential,6,32,,,auto,
4990,Warham Street,11826101,3352,3351,1,"LINESTRING (-0.1030646 51.4786131, -0.1030202 51.4786389, -0.1030594 51.4787133, -0.1036914 51.4795849)",1,119.25,residential,6,32,,,auto,
4991,Manor Place,11826648,3353,3354,1,"LINESTRING (-0.0993905 51.4882279, -0.099552 51.4881899)",1,11.95,residential,6,32,,,auto,
