name,node_id,osm_node_id,ctrl_type,x_coord,y_coord,is_boundary,activity_type,poi_id,zone_id,notes
,2242,71267743,,-0.1035931,51.4538575,,,,,
,2243,300515,,-0.1365796,51.4714385,,,,,
,2244,81469633,,-0.1353843,51.4703038,,,,,
,2245,110097480,,-0.1324797,51.4727807,,,,,
,2246,110148787,,-0.1325207,51.4720339,,,,,
,2247,110147035,,-0.1330864,51.4716599,,,,,
,2248,1311996789,,-0.1331063,51.4734705,,,,,
,2249,7732197266,,-0.1379410,51.4706233,,,,,
,2250,4958553824,,-0.1361222,51.4686152,,,,,
,2251,81469645,,-0.1381102,51.4707814,,,,,
,2252,110118769,,-0.1352096,51.4643217,,,,,
,2253,110115785,,-0.1351828,51.4642903,,,,,
,2254,110121326,,-0.1369179,51.4669014,,,,,
,2255,110121081,,-0.1365958,51.4664242,,,,,
,2256,26399022,,-0.1377139,51.4681120,,,,,
,2257,81475329,,-0.1362684,51.4659333,,,,,
,2258,669074335,,-0.0460918,51.4754122,,,,,
,2259,84688198,,-0.0451753,51.4755797,,,,,
,2260,84686980,,-0.0435922,51.4758404,,,,,
,2261,1401881871,,-0.0430940,51.4745313,,,,,
,2262,84689423,,-0.0454298,51.4762434,,,,,
,2263,84688161,,-0.0436609,51.4765817,,,,,
,2264,342498801,,-0.0456092,51.4768935,,,,,
,2265,84689404,,-0.0456418,51.4769903,,,,,
,2266,84689407,,-0.0461573,51.4780109,,,,,
,2267,84689856,,-0.0461933,51.4794357,,,,,
,2268,84689405,,-0.0457571,51.4773877,,,,,
,2269,84688166,,-0.0433186,51.4758738,,,,,
,2270,84690602,,-0.0439766,51.4772150,,,,,
,2271,84690598,,-0.0441870,51.4779347,,,,,
,2272,84690600,,-0.0439198,51.4775172,,,,,
,2273,84690974,,-0.0447043,51.4785395,,,,,
,2274,84695462,,-0.0536330,51.4809470,,,,,
,2275,84696141,,-0.0530832,51.4809646,,,,,
,2276,99304777,,-0.0418288,51.4823016,,,,,
,2277,87044190,,-0.0417428,51.4816439,,,,,
,2278,87372797,,-0.0471846,51.4807705,,,,,
,2279,87372804,,-0.0476531,51.4808748,,,,,
,2280,87372460,,-0.0460266,51.4804255,,,,,
,2281,6007808600,,-0.0500263,51.4811378,,,,,
,2282,104293993,,-0.0476317,51.4810547,,,,,
,2283,2420943640,,-0.0473752,51.4816072,,,,,
,2284,87373187,,-0.0474199,51.4804194,,,,,
,2285,9437426268,,-0.1425377,51.4677435,,,,,
,2286,110123118,,-0.1424804,51.4677595,,,,,
,2287,4965120679,,-0.1408846,51.4678269,,,,,
,2288,1839216409,,-0.1269480,51.4776407,,,,,
,2289,1839216408,,-0.1258033,51.4775173,,,,,
,2290,21302202,,-0.1203299,51.4770344,,,,,
,2291,21303320,,-0.1214069,51.4772135,,,,,
,2292,1834075738,signal,-0.1165814,51.4835048,,,,,
,2293,10865124,,-0.1170402,51.4841358,,,,,
,2294,1834075744,,-0.1165073,51.4834466,,,,,
,2295,25502865,,-0.1163711,51.4907020,,,,,
,2296,3442728130,,-0.1179383,51.4913688,,,,,
,2297,89226745,,-0.1152389,51.4939257,,,,,
,2298,89226743,,-0.1158769,51.4934299,,,,,
,2299,89226752,,-0.1161978,51.4942473,,,,,
,2300,3390681165,,-0.1030377,51.4935908,,,,,
,2301,2048284323,,-0.1020258,51.4938411,,,,,
,2302,6986229753,signal,-0.1092129,51.5024083,,,,,
,2303,364282,,-0.1094520,51.5023461,,,,,
,2304,90223109,,-0.1156735,51.4952677,,,,,
,2305,21516141,,-0.0853403,51.4783399,,,,,
,2306,5917230042,,-0.0854361,51.4783712,,,,,
,2307,90223122,,-0.1009179,51.4916304,,,,,
,2308,33657926,,-0.0999211,51.4919745,,,,,
,2309,26822702,,-0.0929319,51.4918253,,,,,
,2310,4735319272,,-0.0933874,51.4916835,,,,,
,2311,6325825247,,-0.0932305,51.4923434,,,,,
,2312,6325622620,,-0.0934055,51.4924625,,,,,
,2313,90223143,,-0.0878090,51.4735278,,,,,
,2314,90223147,,-0.0877578,51.4750873,,,,,
,2315,90223125,,-0.0866746,51.4786147,,,,,
,2316,105676928,,-0.0869841,51.4784167,,,,,
,2317,90223130,,-0.0876948,51.4782381,,,,,
,2318,13884057,,-0.0891021,51.4737263,,,,,
,2319,3131558838,,-0.0887351,51.4736668,,,,,
,2320,7897262314,signal,-0.1139918,51.4552310,,,,,
,2321,33776376,,-0.1168395,51.4543250,,,,,
,2322,332146239,,-0.0882565,51.4786874,,,,,
,2323,105686729,,-0.0889296,51.4790934,,,,,
,2324,122712621,,-0.0878157,51.4783859,,,,,
,2325,5003615612,,-0.0895478,51.4794772,,,,,
,2326,5114009390,,-0.0896600,51.4795474,,,,,
,2327,3946375388,,-0.1520312,51.4900891,,,,,
,2328,96072427,,-0.1519098,51.4900819,,,,,
,2329,866631108,,-0.1509947,51.4896990,,,,,
,2330,866631081,,-0.1506123,51.4896172,,,,,
,2331,1685947985,,-0.1502106,51.4895808,,,,,
,2332,96072466,,-0.1517900,51.4899879,,,,,
,2333,96619944,,-0.1063986,51.4939182,,,,,
,2334,96619952,,-0.1032040,51.4956262,,,,,
,2335,96619953,,-0.1025974,51.4963798,,,,,
,2336,730857210,,-0.1035415,51.4966403,,,,,
,2337,96619957,,-0.1045411,51.4973702,,,,,
,2338,96619956,,-0.1054257,51.4963506,,,,,
,2339,8817012283,,-0.1124777,51.4940226,,,,,
,2340,3057992570,,-0.1109060,51.4933271,,,,,
,2341,8817027006,,-0.1148734,51.4940832,,,,,
,2342,8817027005,,-0.1112149,51.4923573,,,,,
,2343,96620001,,-0.1092206,51.4981370,,,,,
,2344,6414290643,signal,-0.1093115,51.4981405,,,,,
,2345,2467935608,,-0.1094038,51.4981641,,,,,
,2346,8106117696,,-0.1101360,51.4972003,,,,,
,2347,158863955,,-0.1102503,51.4967549,,,,,
,2348,6414259021,signal,-0.1096216,51.4980997,,,,,
,2349,96620008,,-0.1095722,51.4981967,,,,,
,2350,97646164,,-0.0631376,51.4671621,,,,,
,2351,97646169,,-0.0640300,51.4670758,,,,,
,2352,97646160,,-0.0618404,51.4673103,,,,,
,2353,102949684,,-0.0613913,51.4663066,,,,,
,2354,102954309,,-0.0612107,51.4659129,,,,,
,2355,102949835,,-0.0617456,51.4671029,,,,,
,2356,102949576,,-0.0610718,51.4656228,,,,,
,2357,33658240,,-0.0608285,51.4651151,,,,,
,2358,280885613,,-0.0673507,51.4691406,,,,,
,2359,25340253,,-0.0678535,51.4690455,,,,,
,2360,289545299,,-0.0661327,51.4693421,,,,,
,2361,33658233,,-0.0651214,51.4695017,,,,,
,2362,33658237,,-0.0637938,51.4700444,,,,,
,2363,84689414,,-0.0458613,51.4812185,,,,,
,2364,104295237,,-0.0460964,51.4801231,,,,,
,2365,99294155,,-0.0461742,51.4795569,,,,,
,2366,99294208,,-0.0475976,51.4798584,,,,,
,2367,99294474,,-0.0474460,51.4788312,,,,,
,2368,99294475,,-0.0494979,51.4786375,,,,,
,2369,99294698,,-0.0474911,51.4794754,,,,,
,2370,99294703,,-0.0475541,51.4779264,,,,,
,2371,99294706,,-0.0481532,51.4774047,,,,,
,2372,99294477,,-0.0503577,51.4789342,,,,,
,2373,5826024680,,-0.0494677,51.4786268,,,,,
,2374,99295181,,-0.0490614,51.4777456,,,,,
,2375,342498794,,-0.0494336,51.4773602,,,,,
,2376,342498789,,-0.0492548,51.4769373,,,,,
,2377,5826024681,,-0.0499953,51.4781230,,,,,
,2378,99295222,,-0.0505903,51.4783432,,,,,
,2379,99295430,,-0.0502289,51.4793009,,,,,
,2380,6007899543,,-0.0498545,51.4803443,,,,,
,2381,99295428,,-0.0502497,51.4792439,,,,,
,2382,99296067,,-0.0529992,51.4792375,,,,,
,2383,99296068,,-0.0530722,51.4790905,,,,,
,2384,99296137,,-0.0512678,51.4794460,,,,,
,2385,99296140,,-0.0520788,51.4796064,,,,,
,2386,99296627,,-0.0518399,51.4801124,,,,,
,2387,342498768,,-0.0519389,51.4798639,,,,,
,2388,99302608,,-0.0409470,51.4784539,,,,,
,2389,99302610,,-0.0410350,51.4785617,,,,,
,2390,99302607,,-0.0407627,51.4782901,,,,,
,2391,99302613,,-0.0410833,51.4788576,,,,,
,2392,2415387103,,-0.0414346,51.4785320,,,,,
,2393,99303824,,-0.0415203,51.4785276,,,,,
,2394,2415387097,,-0.0414265,51.4792634,,,,,
,2395,2415387085,,-0.0414596,51.4792918,,,,,
,2396,99302614,,-0.0412933,51.4791564,,,,,
,2397,99302615,,-0.0414931,51.4793168,,,,,
,2398,99303952,,-0.0415945,51.4790287,,,,,
,2399,87044191,,-0.0415973,51.4812336,,,,,
,2400,99304051,,-0.0421302,51.4811497,,,,,
,2401,2415396345,,-0.0419725,51.4808174,,,,,
,2402,342498866,,-0.0415991,51.4798668,,,,,
,2403,342498872,,-0.0413228,51.4801397,,,,,
,2404,99304052,,-0.0422042,51.4812383,,,,,
,2405,2415396320,,-0.0420462,51.4798408,,,,,
,2406,99304277,,-0.0420173,51.4797917,,,,,
,2407,2415396332,,-0.0419248,51.4804458,,,,,
,2408,2415396331,,-0.0420026,51.4802781,,,,,
,2409,99304565,,-0.0414296,51.4808590,,,,,
,2410,87044192,,-0.0410230,51.4800107,,,,,
,2411,99306128,,-0.0403073,51.4790199,,,,,
,2412,6845163977,,-0.0424243,51.4816356,,,,,
,2413,342498811,,-0.0426353,51.4816335,,,,,
,2414,99304569,,-0.0405950,51.4816841,,,,,
,2415,342498829,,-0.0405657,51.4815903,,,,,
,2416,7857808498,,-0.0407606,51.4819986,,,,,
,2417,342498873,,-0.0402347,51.4800365,,,,,
,2418,104294322,,-0.0450304,51.4814041,,,,,
,2419,99310074,,-0.0461290,51.4848331,,,,,
,2420,99310075,,-0.0442156,51.4847605,,,,,
,2421,2446763803,,-0.0450284,51.4861730,,,,,
,2422,99311004,,-0.0450807,51.4862714,,,,,
,2423,2446763805,,-0.0449143,51.4861678,,,,,
,2424,2446763800,,-0.0448942,51.4863077,,,,,
,2425,99315721,,-0.0498152,51.4882133,,,,,
,2426,99315722,,-0.0500242,51.4883024,,,,,
,2427,99316108,,-0.0475013,51.4872612,,,,,
,2428,7392302245,,-0.0476317,51.4873148,,,,,
,2429,99317283,,-0.0524687,51.4893570,,,,,
,2430,101311258,,-0.0528959,51.4909628,,,,,
,2431,99318792,,-0.0441585,51.4900736,,,,,
,2432,100322496,,-0.0361749,51.4891201,,,,,
,2433,100322497,,-0.0355964,51.4887941,,,,,
,2434,100324287,,-0.0402109,51.4905439,,,,,
,2435,8137670196,,-0.0405723,51.4904816,,,,,
,2436,100324289,,-0.0406850,51.4905436,,,,,
,2437,100324285,,-0.0404973,51.4909710,,,,,
,2438,100324378,,-0.0397179,51.4904545,,,,,
,2439,100324380,,-0.0402641,51.4910571,,,,,
,2440,100324727,,-0.0404893,51.4912662,,,,,
,2441,100328783,,-0.0504506,51.4954323,,,,,
,2442,5215284631,,-0.0508365,51.4952559,,,,,
,2443,100328842,,-0.0499816,51.4956454,,,,,
,2444,100328841,,-0.0500520,51.4950770,,,,,
,2445,100329840,,-0.0534168,51.4977529,,,,,
,2446,602530993,,-0.0538365,51.4975507,,,,,
,2447,101302555,,-0.0411834,51.4885727,,,,,
,2448,108137,,-0.0404149,51.4889917,,,,,
,2449,101301926,,-0.0420050,51.4881371,,,,,
,2450,3428848,,-0.0433591,51.4873617,,,,,
,2451,101303300,,-0.0401336,51.4879406,,,,,
,2452,1017844551,,-0.0421905,51.4865007,,,,,
,2453,7638368294,,-0.0417939,51.4865411,,,,,
,2454,3428854,,-0.0427506,51.4864173,,,,,
,2455,101306221,,-0.0437623,51.4889861,,,,,
,2456,101306343,,-0.0436268,51.4891582,,,,,
,2457,3428841,,-0.0444889,51.4887003,,,,,
,2458,101306428,,-0.0433338,51.4892558,,,,,
,2459,101306224,,-0.0429826,51.4886623,,,,,
,2460,101306344,,-0.0440841,51.4895107,,,,,
,2461,101306345,,-0.0444563,51.4893301,,,,,
,2462,101306429,,-0.0431988,51.4892414,,,,,
,2463,101306553,,-0.0432565,51.4896182,,,,,
,2464,101307897,,-0.0386138,51.4850814,,,,,
,2465,101307972,,-0.0380988,51.4852524,,,,,
,2466,101308458,,-0.0392833,51.4849745,,,,,
,2467,8140807120,,-0.0393197,51.4837572,,,,,
,2468,101309383,,-0.0377727,51.4845896,,,,,
,2469,99318076,,-0.0498208,51.4910500,,,,,
,2470,101312714,,-0.0494714,51.4903137,,,,,
,2471,101313686,,-0.0560062,51.4921799,,,,,
,2472,1164909552,,-0.0571370,51.4915086,,,,,
,2473,101313763,,-0.0549265,51.4915116,,,,,
,2474,101313764,,-0.0553766,51.4917245,,,,,
,2475,101313728,,-0.0565923,51.4926123,,,,,
,2476,269527801,,-0.0594131,51.4987223,,,,,
,2477,1015041912,,-0.0593196,51.4983535,,,,,
,2478,269668665,,-0.0601042,51.4961615,,,,,
,2479,101317325,,-0.0593431,51.4964689,,,,,
,2480,101319760,,-0.0633993,51.4979110,,,,,
,2481,101319761,,-0.0621213,51.4980588,,,,,
,2482,248177450,,-0.0630330,51.4964687,,,,,
,2483,101320052,,-0.0638738,51.4962881,,,,,
,2484,101320200,,-0.0645776,51.4961438,,,,,
,2485,269663783,,-0.0653601,51.4963170,,,,,
,2486,101320008,,-0.0640025,51.4966408,,,,,
,2487,101320010,,-0.0644660,51.4965499,,,,,
,2488,101320053,,-0.0637708,51.4966728,,,,,
,2489,101320674,,-0.0656571,51.4953502,,,,,
,2490,101320375,,-0.0643510,51.4955465,,,,,
,2491,101320377,,-0.0627704,51.4958058,,,,,
,2492,269527796,,-0.0634810,51.4981794,,,,,
,2493,101319829,,-0.0633416,51.4976346,,,,,
,2494,248177287,,-0.0632138,51.4971160,,,,,
,2495,101321246,,-0.0650329,51.4973844,,,,,
,2496,101321461,,-0.0654531,51.4970950,,,,,
,2497,101324462,,-0.0643234,51.4999893,,,,,
,2498,35116267,,-0.0640353,51.5002975,,,,,
,2499,2515870046,signal,-0.0738862,51.4930967,,,,,
,2500,276487,,-0.0736713,51.4931972,,,,,
,2501,101330838,,-0.0739290,51.4930687,,,,,
,2502,101337884,,-0.0489650,51.4851027,,,,,
,2503,101337888,,-0.0484812,51.4843723,,,,,
,2504,102703499,,-0.0696401,51.4971389,,,,,
,2505,5215249466,,-0.0697025,51.4970070,,,,,
,2506,102702364,,-0.0671544,51.4961087,,,,,
,2507,287237516,,-0.0673288,51.4964934,,,,,
,2508,7076679540,,-0.0725553,51.4982655,,,,,
,2509,106290413,,-0.0797105,51.5020513,,,,,
,2510,1534825158,,-0.0797832,51.5020533,,,,,
,2511,4848525666,,-0.0813429,51.4980520,,,,,
,2512,297602189,,-0.0577987,51.4740658,,,,,
,2513,297601887,,-0.0578090,51.4738430,,,,,
,2514,102969228,,-0.0582599,51.4767908,,,,,
,2515,302606194,,-0.0579677,51.4760103,,,,,
,2516,730888434,,-0.0579155,51.4753016,,,,,
,2517,7076702498,signal,-0.0850773,51.4782580,,,,,
,2518,33149492,,-0.0589965,51.4631429,,,,,
,2519,102744422,,-0.0599738,51.4623943,,,,,
,2520,4884641084,,-0.0599563,51.4623730,,,,,
,2521,102747779,,-0.0503167,51.4661172,,,,,
,2522,102746240,,-0.0534120,51.4642645,,,,,
,2523,285642129,,-0.0563838,51.4632677,,,,,
,2524,102745839,,-0.0568727,51.4636426,,,,,
,2525,102745841,,-0.0572676,51.4634234,,,,,
,2526,102746243,,-0.0553701,51.4635606,,,,,
,2527,102943622,,-0.0554249,51.4634600,,,,,
,2528,102943404,,-0.0579540,51.4656728,,,,,
,2529,286077502,,-0.0576097,51.4654509,,,,,
,2530,102944191,,-0.0550309,51.4655702,,,,,
,2531,102944104,,-0.0555236,51.4658721,,,,,
,2532,33149515,,-0.0563114,51.4664180,,,,,
,2533,102944508,,-0.0541561,51.4650805,,,,,
,2534,102944194,,-0.0538410,51.4664683,,,,,
,2535,102944509,,-0.0532998,51.4656111,,,,,
,2536,102944511,,-0.0524316,51.4662847,,,,,
,2537,8449749920,,-0.0530311,51.4650106,,,,,
,2538,285617971,,-0.0517999,51.4658103,,,,,
,2539,922985345,,-0.0524712,51.4653721,,,,,
,2540,102944705,,-0.0517313,51.4662003,,,,,
,2541,306490337,,-0.0515610,51.4665255,,,,,
,2542,102945781,,-0.0512877,51.4673795,,,,,
,2543,102945856,,-0.0508484,51.4675863,,,,,
,2544,102945857,,-0.0505018,51.4677052,,,,,
,2545,102946123,,-0.0505754,51.4668127,,,,,
,2546,8449746884,,-0.0510836,51.4672096,,,,,
,2547,102946188,,-0.0491163,51.4665453,,,,,
,2548,102945964,,-0.0514378,51.4683722,,,,,
,2549,102946325,,-0.0514282,51.4690843,,,,,
,2550,102946635,,-0.0531628,51.4711228,,,,,
,2551,102946372,,-0.0522573,51.4691986,,,,,
,2552,102946634,,-0.0536401,51.4710517,,,,,
,2553,102947492,,-0.0552816,51.4703705,,,,,
,2554,102948284,,-0.0563144,51.4700970,,,,,
,2555,102947491,,-0.0541553,51.4707167,,,,,
,2556,102947814,,-0.0542012,51.4678546,,,,,
,2557,102947884,,-0.0554354,51.4683460,,,,,
,2558,102948152,,-0.0563642,51.4680211,,,,,
,2559,102948153,,-0.0568411,51.4678553,,,,,
,2560,102949083,,-0.0587748,51.4694093,,,,,
,2561,21516500,,-0.0598551,51.4692607,,,,,
,2562,102948675,,-0.0571730,51.4696296,,,,,
,2563,102948722,,-0.0585726,51.4694371,,,,,
,2564,102948289,,-0.0570954,51.4696403,,,,,
,2565,102948285,,-0.0561490,51.4697626,,,,,
,2566,102948676,,-0.0572960,51.4699566,,,,,
,2567,102948288,,-0.0568883,51.4690598,,,,,
,2568,102948287,,-0.0566866,51.4685290,,,,,
,2569,102948833,,-0.0581543,51.4682938,,,,,
,2570,102948777,,-0.0583668,51.4688645,,,,,
,2571,102738700,,-0.0596441,51.4687886,,,,,
,2572,102949396,,-0.0590267,51.4653032,,,,,
,2573,282377052,,-0.0578286,51.4659747,,,,,
,2574,1654230060,,-0.0598069,51.4657557,,,,,
,2575,102949682,,-0.0604798,51.4664648,,,,,
,2576,102949936,,-0.0601941,51.4673808,,,,,
,2577,102949834,,-0.0611259,51.4672051,,,,,
,2578,1652983810,,-0.0608794,51.4668949,,,,,
,2579,102950182,,-0.0575012,51.4667692,,,,,
,2580,102950184,,-0.0566786,51.4662417,,,,,
,2581,7681341410,,-0.0639521,51.4644313,,,,,
,2582,102950698,,-0.0631836,51.4648330,,,,,
,2583,102951063,,-0.0637983,51.4649741,,,,,
,2584,289258506,,-0.0637409,51.4652252,,,,,
,2585,102954306,,-0.0616521,51.4658353,,,,,
,2586,925429783,,-0.0619236,51.4654970,,,,,
,2587,102953697,,-0.0645487,51.4663849,,,,,
,2588,102953699,,-0.0640079,51.4668341,,,,,
,2589,102953701,,-0.0643256,51.4677139,,,,,
,2590,925177463,,-0.0621539,51.4667220,,,,,
,2591,289548812,,-0.0619144,51.4662705,,,,,
,2592,102954679,,-0.0635318,51.4683290,,,,,
,2593,102953587,,-0.0633327,51.4678544,,,,,
,2594,102954811,,-0.0636760,51.4686572,,,,,
,2595,102955805,,-0.0604643,51.4679491,,,,,
,2596,8684923639,,-0.0611642,51.4690284,,,,,
,2597,102959682,,-0.0619939,51.4676653,,,,,
,2598,25423733,,-0.0617456,51.4706027,,,,,
,2599,102960177,,-0.0620820,51.4697119,,,,,
,2600,102960291,,-0.0610342,51.4703032,,,,,
,2601,102960293,,-0.0613126,51.4701068,,,,,
,2602,102960969,,-0.0596649,51.4710526,,,,,
,2603,102960971,,-0.0591929,51.4704298,,,,,
,2604,102961438,,-0.0589868,51.4714001,,,,,
,2605,102961439,,-0.0587208,51.4712077,,,,,
,2606,102962505,,-0.0495648,51.4715563,,,,,
,2607,102962508,,-0.0497343,51.4719669,,,,,
,2608,102962557,,-0.0505774,51.4714158,,,,,
,2609,102962558,,-0.0492493,51.4715961,,,,,
,2610,102963091,,-0.0505838,51.4725792,,,,,
,2611,102963093,,-0.0507246,51.4730386,,,,,
,2612,102963182,,-0.0496055,51.4723518,,,,,
,2613,306503115,,-0.0504234,51.4709655,,,,,
,2614,6040210755,,-0.0510212,51.4723991,,,,,
,2615,102962733,,-0.0510677,51.4725049,,,,,
,2616,102966139,,-0.0560153,51.4727306,,,,,
,2617,102966108,,-0.0567604,51.4725790,,,,,
,2618,102965893,,-0.0570631,51.4725138,,,,,
,2619,102966288,,-0.0555950,51.4725052,,,,,
,2620,303194750,,-0.0561129,51.4737071,,,,,
,2621,102967062,,-0.0557114,51.4750148,,,,,
,2622,102967058,,-0.0550718,51.4750158,,,,,
,2623,102967439,,-0.0538787,51.4748768,,,,,
,2624,280930355,,-0.0544598,51.4737054,,,,,
,2625,280930356,,-0.0544087,51.4748268,,,,,
,2626,102967441,,-0.0543251,51.4756252,,,,,
,2627,102967442,,-0.0556469,51.4756573,,,,,
,2628,102974747,,-0.0542650,51.4761545,,,,,
,2629,102968092,,-0.0541963,51.4766249,,,,,
,2630,102968402,,-0.0522689,51.4766819,,,,,
,2631,102968403,,-0.0511864,51.4766823,,,,,
,2632,1017795701,,-0.0505522,51.4762111,,,,,
,2633,102968701,,-0.0511855,51.4762146,,,,,
,2634,102968630,,-0.0496606,51.4762160,,,,,
,2635,5828064221,,-0.0494190,51.4764792,,,,,
,2636,102969397,,-0.0547726,51.4773154,,,,,
,2637,303189868,,-0.0556229,51.4773546,,,,,
,2638,102969518,,-0.0568160,51.4770691,,,,,
,2639,102969521,,-0.0561704,51.4773704,,,,,
,2640,102970072,,-0.0590533,51.4736188,,,,,
,2641,280930330,,-0.0588627,51.4758222,,,,,
,2642,6727682346,,-0.0630978,51.4740879,,,,,
,2643,13823698,,-0.0630894,51.4739771,,,,,
,2644,102970780,,-0.0609941,51.4733906,,,,,
,2645,415580922,,-0.0610374,51.4730561,,,,,
,2646,102970781,,-0.0610885,51.4727276,,,,,
,2647,25423778,,-0.0687035,51.4741101,,,,,
,2648,1936671476,signal,-0.0685444,51.4740393,,,,,
,2649,102974745,,-0.0550975,51.4761812,,,,,
,2650,102975091,,-0.0540676,51.4776246,,,,,
,2651,13823724,,-0.0656723,51.4824790,,,,,
,2652,102980503,,-0.0645974,51.4811601,,,,,
,2653,102981230,,-0.0638184,51.4800310,,,,,
,2654,102980465,,-0.0634791,51.4818250,,,,,
,2655,279213939,,-0.0636721,51.4828200,,,,,
,2656,7681799809,,-0.0629728,51.4801798,,,,,
,2657,102982922,,-0.0591556,51.4794075,,,,,
,2658,102982924,,-0.0589925,51.4791188,,,,,
,2659,102983104,,-0.0573135,51.4797795,,,,,
,2660,420491227,,-0.0575199,51.4796951,,,,,
,2661,102983103,,-0.0583984,51.4793428,,,,,
,2662,102983277,,-0.0578269,51.4786975,,,,,
,2663,2021356708,,-0.0573175,51.4788819,,,,,
,2664,102983280,,-0.0563567,51.4793919,,,,,
,2665,102983514,,-0.0577422,51.4785888,,,,,
,2666,102983517,,-0.0583086,51.4783304,,,,,
,2667,102983736,,-0.0557878,51.4779837,,,,,
,2668,102983869,,-0.0599795,51.4779054,,,,,
,2669,102984134,,-0.0603652,51.4778227,,,,,
,2670,102984373,,-0.0615879,51.4775560,,,,,
,2671,102984067,,-0.0610696,51.4781085,,,,,
,2672,102984283,,-0.0612696,51.4771578,,,,,
,2673,102984284,,-0.0618963,51.4770902,,,,,
,2674,102984599,,-0.0626902,51.4774168,,,,,
,2675,102984485,,-0.0624526,51.4785752,,,,,
,2676,102985294,,-0.0634613,51.4773375,,,,,
,2677,102985434,,-0.0642575,51.4772824,,,,,
,2678,610894949,,-0.0639097,51.4756704,,,,,
,2679,662838391,,-0.0654508,51.4740053,,,,,
,2680,102987276,,-0.0666301,51.4767690,,,,,
,2681,102986970,,-0.0667274,51.4758486,,,,,
,2682,13823726,signal,-0.0684813,51.4781958,,,,,
,2683,611611446,,-0.0694316,51.4779004,,,,,
,2684,102988323,,-0.0650971,51.4780210,,,,,
,2685,102988325,,-0.0663643,51.4778352,,,,,
,2686,292152048,,-0.0671012,51.4787068,,,,,
,2687,292151943,,-0.0654493,51.4789597,,,,,
,2688,5629464607,,-0.0666757,51.4792105,,,,,
,2689,102988929,,-0.0668057,51.4796041,,,,,
,2690,920604328,,-0.0674322,51.4800849,,,,,
,2691,102726277,,-0.0670957,51.4806494,,,,,
,2692,102989504,,-0.0694544,51.4813921,,,,,
,2693,102989547,,-0.0687859,51.4800200,,,,,
,2694,5820748242,,-0.0696797,51.4817780,,,,,
,2695,102990376,,-0.0698522,51.4820733,,,,,
,2696,102981231,,-0.0648802,51.4798542,,,,,
,2697,102988843,,-0.0657377,51.4797090,,,,,
,2698,102989574,,-0.0697352,51.4798408,,,,,
,2699,102989839,,-0.0696316,51.4787427,,,,,
,2700,102989681,,-0.0696089,51.4782472,,,,,
,2701,102989679,,-0.0700904,51.4782956,,,,,
,2702,102989680,,-0.0700185,51.4781630,,,,,
,2703,102989836,,-0.0703713,51.4797059,,,,,
,2704,279391488,,-0.0702046,51.4794155,,,,,
,2705,102989906,,-0.0710688,51.4805300,,,,,
,2706,102989907,,-0.0702792,51.4806904,,,,,
,2707,102990155,,-0.0726073,51.4817990,,,,,
,2708,102990156,,-0.0718242,51.4819679,,,,,
,2709,102990237,,-0.0721691,51.4813828,,,,,
,2710,102990235,,-0.0727425,51.4820855,,,,,
,2711,6904058187,,-0.0716211,51.4797123,,,,,
,2712,611611431,,-0.0717105,51.4817110,,,,,
,2713,102990047,,-0.0717287,51.4817573,,,,,
,2714,102990596,,-0.0693549,51.4821583,,,,,
,2715,5836625004,,-0.0675779,51.4825066,,,,,
,2716,102725725,,-0.0663192,51.4816610,,,,,
,2717,102990807,,-0.0720932,51.4825887,,,,,
,2718,102990808,,-0.0702322,51.4827522,,,,,
,2719,104274623,,-0.0727345,51.4843231,,,,,
,2720,206309306,,-0.0737080,51.4843514,,,,,
,2721,104275498,,-0.0705827,51.4856309,,,,,
,2722,687183935,,-0.0706800,51.4836945,,,,,
,2723,104276183,,-0.0690909,51.4850316,,,,,
,2724,2467880039,,-0.0690113,51.4851135,,,,,
,2725,104276178,,-0.0692317,51.4839415,,,,,
,2726,922758614,,-0.0680685,51.4858256,,,,,
,2727,920481565,,-0.0684947,51.4857722,,,,,
,2728,920485489,,-0.0685952,51.4856755,,,,,
,2729,269761340,,-0.0680073,51.4864994,,,,,
,2730,922758650,,-0.0680361,51.4864755,,,,,
,2731,269761359,,-0.0679591,51.4868845,,,,,
,2732,104277336,,-0.0679509,51.4869468,,,,,
,2733,2380261691,,-0.0678169,51.4873354,,,,,
,2734,920485412,,-0.0677770,51.4873820,,,,,
,2735,104277486,,-0.0674780,51.4877190,,,,,
,2736,920485399,,-0.0675195,51.4876737,,,,,
,2737,269766972,,-0.0675859,51.4875988,,,,,
,2738,6723163060,,-0.0680417,51.4863575,,,,,
,2739,104278404,,-0.0729444,51.4872417,,,,,
,2740,269759568,,-0.0721156,51.4869333,,,,,
,2741,104278343,,-0.0719360,51.4868602,,,,,
,2742,104278507,,-0.0725291,51.4876706,,,,,
,2743,920538559,,-0.0717877,51.4873987,,,,,
,2744,269759567,,-0.0717200,51.4873520,,,,,
,2745,104278508,,-0.0734945,51.4867043,,,,,
,2746,104279664,,-0.0748450,51.4893448,,,,,
,2747,1960885079,,-0.0749666,51.4895193,,,,,
,2748,770549892,,-0.0749588,51.4892319,,,,,
,2749,104283398,,-0.0649271,51.4867930,,,,,
,2750,104283399,,-0.0640430,51.4868788,,,,,
,2751,4736438355,,-0.0625901,51.4869845,,,,,
,2752,104283888,,-0.0648460,51.4857477,,,,,
,2753,269759573,,-0.0651729,51.4857181,,,,,
